"institution","rank","source","dollars"
"U. North Carolina, Wilmington",298,"institution funds",3028000
"U. North Carolina, Wilmington",298,"business",1640000
"U. North Carolina, Wilmington",298,"nonprofit organizations",656000
"U. North Carolina, Wilmington",298,"all other sources",143000
"Prairie View A&M U.",299,"all r d expenditures",21791000
"Prairie View A&M U.",299,"federal government",12354000
"Prairie View A&M U.",299,"state and local government",4391000
"Prairie View A&M U.",299,"institution funds",3550000
"Prairie View A&M U.",299,"business",490000
"Prairie View A&M U.",299,"nonprofit organizations",1006000
"Prairie View A&M U.",299,"all other sources",0
"U. Akron",300,"all r d expenditures",21525000
"U. Akron",300,"federal government",10709000
"U. Akron",300,"state and local government",190000
"U. Akron",300,"institution funds",7434000
"U. Akron",300,"business",1836000
"U. Akron",300,"nonprofit organizations",746000
"U. Akron",300,"all other sources",610000
"California State U., Long Beach",301,"all r d expenditures",21458000
"California State U., Long Beach",301,"federal government",13758000
"California State U., Long Beach",301,"state and local government",1930000
"California State U., Long Beach",301,"institution funds",3618000
"California State U., Long Beach",301,"business",149000
"California State U., Long Beach",301,"nonprofit organizations",1468000
"California State U., Long Beach",301,"all other sources",535000
"California State U., East Bay",302,"all r d expenditures",21312000
"California State U., East Bay",302,"federal government",8508000
"California State U., East Bay",302,"state and local government",433000
"California State U., East Bay",302,"institution funds",9969000
"California State U., East Bay",302,"business",0
"California State U., East Bay",302,"nonprofit organizations",2381000
"California State U., East Bay",302,"all other sources",21000
"James Madison U.",303,"all r d expenditures",21265000
"James Madison U.",303,"federal government",3475000
"James Madison U.",303,"state and local government",925000
"James Madison U.",303,"institution funds",16041000
"James Madison U.",303,"business",18000
"James Madison U.",303,"nonprofit organizations",780000
"James Madison U.",303,"all other sources",26000
"Tennessee Technological U.",304,"all r d expenditures",20797000
"Tennessee Technological U.",304,"federal government",9975000
"Tennessee Technological U.",304,"state and local government",5675000
"Tennessee Technological U.",304,"institution funds",4623000
"Tennessee Technological U.",304,"business",120000
"Tennessee Technological U.",304,"nonprofit organizations",116000
"Tennessee Technological U.",304,"all other sources",288000
"Bowling Green State U.",305,"all r d expenditures",20726000
"Bowling Green State U.",305,"federal government",8208000
"Bowling Green State U.",305,"state and local government",2160000
"Bowling Green State U.",305,"institution funds",9214000
"Bowling Green State U.",305,"business",233000
"Bowling Green State U.",305,"nonprofit organizations",911000
"Bowling Green State U.",305,"all other sources",0
"U.S. Military Academy",306,"all r d expenditures",20493000
"U.S. Military Academy",306,"federal government",19390000
"U.S. Military Academy",306,"state and local government",0
"U.S. Military Academy",306,"institution funds",66000
"U.S. Military Academy",306,"business",269000
"U.S. Military Academy",306,"nonprofit organizations",7e+05
"U.S. Military Academy",306,"all other sources",68000
"U. New Orleans",307,"all r d expenditures",20396000
"U. New Orleans",307,"federal government",5283000
"U. New Orleans",307,"state and local government",897000
"U. New Orleans",307,"institution funds",12325000
"U. New Orleans",307,"business",491000
"U. New Orleans",307,"nonprofit organizations",267000
"U. New Orleans",307,"all other sources",1133000
"South Dakota School of Mines and Technology",308,"all r d expenditures",20337000
"South Dakota School of Mines and Technology",308,"federal government",14640000
"South Dakota School of Mines and Technology",308,"state and local government",2673000
"South Dakota School of Mines and Technology",308,"institution funds",2381000
"South Dakota School of Mines and Technology",308,"business",286000
"South Dakota School of Mines and Technology",308,"nonprofit organizations",35000
"South Dakota School of Mines and Technology",308,"all other sources",322000
"U. of the Virgin Islands",309,"all r d expenditures",20259000
"U. of the Virgin Islands",309,"federal government",19127000
"U. of the Virgin Islands",309,"state and local government",1010000
"U. of the Virgin Islands",309,"institution funds",NA
"U. of the Virgin Islands",309,"business",48000
"U. of the Virgin Islands",309,"nonprofit organizations",74000
"U. of the Virgin Islands",309,"all other sources",0
"U. Alaska, Anchorage",310,"all r d expenditures",19850000
"U. Alaska, Anchorage",310,"federal government",12646000
"U. Alaska, Anchorage",310,"state and local government",2175000
"U. Alaska, Anchorage",310,"institution funds",3798000
"U. Alaska, Anchorage",310,"business",283000
"U. Alaska, Anchorage",310,"nonprofit organizations",537000
"U. Alaska, Anchorage",310,"all other sources",411000
"Charles R. Drew U. of Medicine and Science",311,"all r d expenditures",19551000
"Charles R. Drew U. of Medicine and Science",311,"federal government",13297000
"Charles R. Drew U. of Medicine and Science",311,"state and local government",886000
"Charles R. Drew U. of Medicine and Science",311,"institution funds",3758000
"Charles R. Drew U. of Medicine and Science",311,"business",0
"Charles R. Drew U. of Medicine and Science",311,"nonprofit organizations",1610000
"Charles R. Drew U. of Medicine and Science",311,"all other sources",0
"Jackson State U.",312,"all r d expenditures",19457000
"Jackson State U.",312,"federal government",16443000
"Jackson State U.",312,"state and local government",0
"Jackson State U.",312,"institution funds",1601000
"Jackson State U.",312,"business",4000
"Jackson State U.",312,"nonprofit organizations",1375000
"Jackson State U.",312,"all other sources",34000
"Alcorn State U.",313,"all r d expenditures",19141000
"Alcorn State U.",313,"federal government",10996000
"Alcorn State U.",313,"state and local government",5206000
"Alcorn State U.",313,"institution funds",2894000
"Alcorn State U.",313,"business",24000
"Alcorn State U.",313,"nonprofit organizations",21000
"Alcorn State U.",313,"all other sources",0
"California State Polytechnic U., Humboldt",314,"all r d expenditures",18800000
"California State Polytechnic U., Humboldt",314,"federal government",3280000
"California State Polytechnic U., Humboldt",314,"state and local government",3338000
"California State Polytechnic U., Humboldt",314,"institution funds",5724000
"California State Polytechnic U., Humboldt",314,"business",437000
"California State Polytechnic U., Humboldt",314,"nonprofit organizations",3094000
"California State Polytechnic U., Humboldt",314,"all other sources",2927000
"North Carolina Central U.",315,"all r d expenditures",18477000
"North Carolina Central U.",315,"federal government",15188000
"North Carolina Central U.",315,"state and local government",1085000
"North Carolina Central U.",315,"institution funds",NA
"North Carolina Central U.",315,"business",494000
"North Carolina Central U.",315,"nonprofit organizations",883000
"North Carolina Central U.",315,"all other sources",827000
"Montana Technological U.",316,"all r d expenditures",18375000
"Montana Technological U.",316,"federal government",9585000
"Montana Technological U.",316,"state and local government",5503000
"Montana Technological U.",316,"institution funds",3057000
"Montana Technological U.",316,"business",230000
"Montana Technological U.",316,"nonprofit organizations",0
"Montana Technological U.",316,"all other sources",0
"Idaho State U.",317,"all r d expenditures",17548000
"Idaho State U.",317,"federal government",9230000
"Idaho State U.",317,"state and local government",3042000
"Idaho State U.",317,"institution funds",4362000
"Idaho State U.",317,"business",605000
"Idaho State U.",317,"nonprofit organizations",196000
"Idaho State U.",317,"all other sources",113000
"CUNY, Advanced Science Research Center",318,"all r d expenditures",17309000
"CUNY, Advanced Science Research Center",318,"federal government",11916000
"CUNY, Advanced Science Research Center",318,"state and local government",761000
"CUNY, Advanced Science Research Center",318,"institution funds",2201000
"CUNY, Advanced Science Research Center",318,"business",451000
"CUNY, Advanced Science Research Center",318,"nonprofit organizations",1574000
"CUNY, Advanced Science Research Center",318,"all other sources",406000
"Towson U.",319,"all r d expenditures",17198000
"Towson U.",319,"federal government",3653000
"Towson U.",319,"state and local government",369000
"Towson U.",319,"institution funds",12449000
"Towson U.",319,"business",79000
"Towson U.",319,"nonprofit organizations",622000
"Towson U.",319,"all other sources",26000
"New York Medical C.",320,"all r d expenditures",17113000
"New York Medical C.",320,"federal government",8226000
"New York Medical C.",320,"state and local government",1326000
"New York Medical C.",320,"institution funds",1064000
"New York Medical C.",320,"business",3319000
"New York Medical C.",320,"nonprofit organizations",2169000
"New York Medical C.",320,"all other sources",1009000
"Florida Institute of Technology",321,"all r d expenditures",16859000
"Florida Institute of Technology",321,"federal government",11520000
"Florida Institute of Technology",321,"state and local government",768000
"Florida Institute of Technology",321,"institution funds",4253000
"Florida Institute of Technology",321,"business",142000
"Florida Institute of Technology",321,"nonprofit organizations",176000
"Florida Institute of Technology",321,"all other sources",0
"Long Island U.",322,"all r d expenditures",16612000
"Long Island U.",322,"federal government",1993000
"Long Island U.",322,"state and local government",0
"Long Island U.",322,"institution funds",13844000
"Long Island U.",322,"business",90000
"Long Island U.",322,"nonprofit organizations",569000
"Long Island U.",322,"all other sources",116000
"Texas Southern U.",323,"all r d expenditures",16287000
"Texas Southern U.",323,"federal government",10969000
"Texas Southern U.",323,"state and local government",1227000
"Texas Southern U.",323,"institution funds",4042000
"Texas Southern U.",323,"business",0
"Texas Southern U.",323,"nonprofit organizations",49000
"Texas Southern U.",323,"all other sources",0
"Western Washington U.",324,"all r d expenditures",15874000
"Western Washington U.",324,"federal government",6598000
"Western Washington U.",324,"state and local government",1504000
"Western Washington U.",324,"institution funds",5107000
"Western Washington U.",324,"business",66000
"Western Washington U.",324,"nonprofit organizations",2520000
"Western Washington U.",324,"all other sources",79000
"Alabama A&M U.",325,"all r d expenditures",15588000
"Alabama A&M U.",325,"federal government",12197000
"Alabama A&M U.",325,"state and local government",162000
"Alabama A&M U.",325,"institution funds",2848000
"Alabama A&M U.",325,"business",381000
"Alabama A&M U.",325,"nonprofit organizations",0
"Alabama A&M U.",325,"all other sources",0
"Fort Valley State U.",326,"all r d expenditures",15536000
"Fort Valley State U.",326,"federal government",7505000
"Fort Valley State U.",326,"state and local government",8031000
"Fort Valley State U.",326,"institution funds",0
"Fort Valley State U.",326,"business",0
"Fort Valley State U.",326,"nonprofit organizations",0
"Fort Valley State U.",326,"all other sources",0
"Xavier U. Louisiana",327,"all r d expenditures",15519000
"Xavier U. Louisiana",327,"federal government",12833000
"Xavier U. Louisiana",327,"state and local government",722000
"Xavier U. Louisiana",327,"institution funds",1161000
"Xavier U. Louisiana",327,"business",0
"Xavier U. Louisiana",327,"nonprofit organizations",803000
"Xavier U. Louisiana",327,"all other sources",0
"Duquesne U.",328,"all r d expenditures",14989000
"Duquesne U.",328,"federal government",6555000
"Duquesne U.",328,"state and local government",1055000
"Duquesne U.",328,"institution funds",4349000
"Duquesne U.",328,"business",275000
"Duquesne U.",328,"nonprofit organizations",2755000
"Duquesne U.",328,"all other sources",0
"U. Tennessee, Chattanooga",329,"all r d expenditures",14671000
"U. Tennessee, Chattanooga",329,"federal government",6003000
"U. Tennessee, Chattanooga",329,"state and local government",893000
"U. Tennessee, Chattanooga",329,"institution funds",6585000
"U. Tennessee, Chattanooga",329,"business",252000
"U. Tennessee, Chattanooga",329,"nonprofit organizations",381000
"U. Tennessee, Chattanooga",329,"all other sources",557000
"Missouri State U.",330,"all r d expenditures",14654000
"Missouri State U.",330,"federal government",12973000
"Missouri State U.",330,"state and local government",84000
"Missouri State U.",330,"institution funds",1387000
"Missouri State U.",330,"business",20000
"Missouri State U.",330,"nonprofit organizations",172000
"Missouri State U.",330,"all other sources",18000
"Salisbury U.",331,"all r d expenditures",14557000
"Salisbury U.",331,"federal government",5049000
"Salisbury U.",331,"state and local government",5551000
"Salisbury U.",331,"institution funds",3904000
"Salisbury U.",331,"business",0
"Salisbury U.",331,"nonprofit organizations",53000
"Salisbury U.",331,"all other sources",0
"U. Hawaii, system office",332,"all r d expenditures",14172000
"U. Hawaii, system office",332,"federal government",14150000
"U. Hawaii, system office",332,"state and local government",0
"U. Hawaii, system office",332,"institution funds",22000
"U. Hawaii, system office",332,"business",0
"U. Hawaii, system office",332,"nonprofit organizations",0
"U. Hawaii, system office",332,"all other sources",0
"Loyola Marymount U.",333,"all r d expenditures",14086000
"Loyola Marymount U.",333,"federal government",2921000
"Loyola Marymount U.",333,"state and local government",1096000
"Loyola Marymount U.",333,"institution funds",7708000
"Loyola Marymount U.",333,"business",84000
"Loyola Marymount U.",333,"nonprofit organizations",2277000
"Loyola Marymount U.",333,"all other sources",0
"U. Puerto Rico, Mayaguez",334,"all r d expenditures",13989000
"U. Puerto Rico, Mayaguez",334,"federal government",12260000
"U. Puerto Rico, Mayaguez",334,"state and local government",193000
"U. Puerto Rico, Mayaguez",334,"institution funds",421000
"U. Puerto Rico, Mayaguez",334,"business",455000
"U. Puerto Rico, Mayaguez",334,"nonprofit organizations",660000
"U. Puerto Rico, Mayaguez",334,"all other sources",0
"Virginia State U.",335,"all r d expenditures",13504000
"Virginia State U.",335,"federal government",7166000
"Virginia State U.",335,"state and local government",3051000
"Virginia State U.",335,"institution funds",2566000
"Virginia State U.",335,"business",0
"Virginia State U.",335,"nonprofit organizations",713000
"Virginia State U.",335,"all other sources",8000
"DePaul U.",336,"all r d expenditures",13267000
"DePaul U.",336,"federal government",5592000
"DePaul U.",336,"state and local government",807000
"DePaul U.",336,"institution funds",3512000
"DePaul U.",336,"business",372000
"DePaul U.",336,"nonprofit organizations",2911000
"DePaul U.",336,"all other sources",73000
"Texas Tech U., Health Sciences Center, El Paso",337,"all r d expenditures",13189000
"Texas Tech U., Health Sciences Center, El Paso",337,"federal government",2415000
"Texas Tech U., Health Sciences Center, El Paso",337,"state and local government",3097000
"Texas Tech U., Health Sciences Center, El Paso",337,"institution funds",6947000
"Texas Tech U., Health Sciences Center, El Paso",337,"business",229000
"Texas Tech U., Health Sciences Center, El Paso",337,"nonprofit organizations",501000
"Texas Tech U., Health Sciences Center, El Paso",337,"all other sources",0
"California State U., San Bernardino",338,"all r d expenditures",13152000
"California State U., San Bernardino",338,"federal government",7606000
"California State U., San Bernardino",338,"state and local government",2799000
"California State U., San Bernardino",338,"institution funds",2051000
"California State U., San Bernardino",338,"business",1000
"California State U., San Bernardino",338,"nonprofit organizations",695000
"California State U., San Bernardino",338,"all other sources",0
"Northeast Ohio Medical U.",339,"all r d expenditures",13116000
"Northeast Ohio Medical U.",339,"federal government",8873000
"Northeast Ohio Medical U.",339,"state and local government",202000
"Northeast Ohio Medical U.",339,"institution funds",3440000
"Northeast Ohio Medical U.",339,"business",0
"Northeast Ohio Medical U.",339,"nonprofit organizations",601000
"Northeast Ohio Medical U.",339,"all other sources",0
"U. San Diego",340,"all r d expenditures",12902000
"U. San Diego",340,"federal government",3501000
"U. San Diego",340,"state and local government",684000
"U. San Diego",340,"institution funds",7498000
"U. San Diego",340,"business",69000
"U. San Diego",340,"nonprofit organizations",542000
"U. San Diego",340,"all other sources",608000
"U. Missouri, Saint Louis",341,"all r d expenditures",12808000
"U. Missouri, Saint Louis",341,"federal government",4569000
"U. Missouri, Saint Louis",341,"state and local government",82000
"U. Missouri, Saint Louis",341,"institution funds",5245000
"U. Missouri, Saint Louis",341,"business",105000
"U. Missouri, Saint Louis",341,"nonprofit organizations",2190000
"U. Missouri, Saint Louis",341,"all other sources",617000
"Midwestern U.",342,"all r d expenditures",12725000
"Midwestern U.",342,"federal government",2862000
"Midwestern U.",342,"state and local government",92000
"Midwestern U.",342,"institution funds",9430000
"Midwestern U.",342,"business",76000
"Midwestern U.",342,"nonprofit organizations",265000
"Midwestern U.",342,"all other sources",0
"Oklahoma State U., Center for Health Sciences",343,"all r d expenditures",12500000
"Oklahoma State U., Center for Health Sciences",343,"federal government",4773000
"Oklahoma State U., Center for Health Sciences",343,"state and local government",40000
"Oklahoma State U., Center for Health Sciences",343,"institution funds",7600000
"Oklahoma State U., Center for Health Sciences",343,"business",11000
"Oklahoma State U., Center for Health Sciences",343,"nonprofit organizations",76000
"Oklahoma State U., Center for Health Sciences",343,"all other sources",0
"Sam Houston State U.",344,"all r d expenditures",11760000
"Sam Houston State U.",344,"federal government",3307000
"Sam Houston State U.",344,"state and local government",579000
"Sam Houston State U.",344,"institution funds",6787000
"Sam Houston State U.",344,"business",235000
"Sam Houston State U.",344,"nonprofit organizations",315000
"Sam Houston State U.",344,"all other sources",537000
"Ball State U.",345,"all r d expenditures",11650000
"Ball State U.",345,"federal government",6355000
"Ball State U.",345,"state and local government",396000
"Ball State U.",345,"institution funds",3956000
"Ball State U.",345,"business",637000
"Ball State U.",345,"nonprofit organizations",306000
"Ball State U.",345,"all other sources",0
"Rosalind Franklin U. of Medicine and Science",346,"all r d expenditures",11629000
"Rosalind Franklin U. of Medicine and Science",346,"federal government",7124000
"Rosalind Franklin U. of Medicine and Science",346,"state and local government",62000
"Rosalind Franklin U. of Medicine and Science",346,"institution funds",3270000
"Rosalind Franklin U. of Medicine and Science",346,"business",565000
"Rosalind Franklin U. of Medicine and Science",346,"nonprofit organizations",608000
"Rosalind Franklin U. of Medicine and Science",346,"all other sources",0
"Kentucky State U.",347,"all r d expenditures",11591000
"Kentucky State U.",347,"federal government",7605000
"Kentucky State U.",347,"state and local government",3969000
"Kentucky State U.",347,"institution funds",NA
"Kentucky State U.",347,"business",17000
"Kentucky State U.",347,"nonprofit organizations",0
"Kentucky State U.",347,"all other sources",0
"Clark U.",348,"all r d expenditures",11539000
"Clark U.",348,"federal government",2235000
"Clark U.",348,"state and local government",231000
"Clark U.",348,"institution funds",5610000
"Clark U.",348,"business",81000
"Clark U.",348,"nonprofit organizations",1804000
"Clark U.",348,"all other sources",1578000
"California State U., San Marcos",349,"all r d expenditures",11443000
"California State U., San Marcos",349,"federal government",9845000
"California State U., San Marcos",349,"state and local government",1171000
"California State U., San Marcos",349,"institution funds",326000
"California State U., San Marcos",349,"business",0
"California State U., San Marcos",349,"nonprofit organizations",101000
"California State U., San Marcos",349,"all other sources",0
"California State U., Fresno",350,"all r d expenditures",11411000
"California State U., Fresno",350,"federal government",4864000
"California State U., Fresno",350,"state and local government",1394000
"California State U., Fresno",350,"institution funds",3770000
"California State U., Fresno",350,"business",238000
"California State U., Fresno",350,"nonprofit organizations",1120000
"California State U., Fresno",350,"all other sources",25000
"Central State U.",351,"all r d expenditures",11123000
"Central State U.",351,"federal government",5523000
"Central State U.",351,"state and local government",3857000
"Central State U.",351,"institution funds",1743000
"Central State U.",351,"business",0
"Central State U.",351,"nonprofit organizations",0
"Central State U.",351,"all other sources",0
"U.S. Naval Academy",352,"all r d expenditures",10920000
"U.S. Naval Academy",352,"federal government",10260000
"U.S. Naval Academy",352,"state and local government",0
"U.S. Naval Academy",352,"institution funds",0
"U.S. Naval Academy",352,"business",0
"U.S. Naval Academy",352,"nonprofit organizations",221000
"U.S. Naval Academy",352,"all other sources",439000
"U. Michigan, Dearborn",353,"all r d expenditures",10839000
"U. Michigan, Dearborn",353,"federal government",3464000
"U. Michigan, Dearborn",353,"state and local government",0
"U. Michigan, Dearborn",353,"institution funds",4361000
"U. Michigan, Dearborn",353,"business",2601000
"U. Michigan, Dearborn",353,"nonprofit organizations",331000
"U. Michigan, Dearborn",353,"all other sources",82000
"Wesleyan U.",354,"all r d expenditures",10828000
"Wesleyan U.",354,"federal government",5955000
"Wesleyan U.",354,"state and local government",0
"Wesleyan U.",354,"institution funds",3515000
"Wesleyan U.",354,"business",221000
"Wesleyan U.",354,"nonprofit organizations",688000
"Wesleyan U.",354,"all other sources",449000
"U. Maryland, Eastern Shore",355,"all r d expenditures",10730000
"U. Maryland, Eastern Shore",355,"federal government",10201000
"U. Maryland, Eastern Shore",355,"state and local government",237000
"U. Maryland, Eastern Shore",355,"institution funds",266000
"U. Maryland, Eastern Shore",355,"business",0
"U. Maryland, Eastern Shore",355,"nonprofit organizations",24000
"U. Maryland, Eastern Shore",355,"all other sources",2000
"California State Polytechnic U., Pomona",356,"all r d expenditures",10722000
"California State Polytechnic U., Pomona",356,"federal government",8162000
"California State Polytechnic U., Pomona",356,"state and local government",881000
"California State Polytechnic U., Pomona",356,"institution funds",1438000
"California State Polytechnic U., Pomona",356,"business",171000
"California State Polytechnic U., Pomona",356,"nonprofit organizations",70000
"California State Polytechnic U., Pomona",356,"all other sources",0
"Pacific U.",357,"all r d expenditures",10719000
"Pacific U.",357,"federal government",7133000
"Pacific U.",357,"state and local government",1098000
"Pacific U.",357,"institution funds",2053000
"Pacific U.",357,"business",70000
"Pacific U.",357,"nonprofit organizations",365000
"Pacific U.",357,"all other sources",0
"California State U., Monterey Bay",358,"all r d expenditures",10678000
"California State U., Monterey Bay",358,"federal government",5639000
"California State U., Monterey Bay",358,"state and local government",2125000
"California State U., Monterey Bay",358,"institution funds",2706000
"California State U., Monterey Bay",358,"business",64000
"California State U., Monterey Bay",358,"nonprofit organizations",144000
"California State U., Monterey Bay",358,"all other sources",0
"Pepperdine U.",359,"all r d expenditures",10632000
"Pepperdine U.",359,"federal government",674000
"Pepperdine U.",359,"state and local government",1000
"Pepperdine U.",359,"institution funds",7179000
"Pepperdine U.",359,"business",0
"Pepperdine U.",359,"nonprofit organizations",2771000
"Pepperdine U.",359,"all other sources",7000
"Langston U.",360,"all r d expenditures",10505000
"Langston U.",360,"federal government",5473000
"Langston U.",360,"state and local government",19000
"Langston U.",360,"institution funds",4583000
"Langston U.",360,"business",430000
"Langston U.",360,"nonprofit organizations",0
"Langston U.",360,"all other sources",0
"Clark Atlanta U.",361,"all r d expenditures",10320000
"Clark Atlanta U.",361,"federal government",7687000
"Clark Atlanta U.",361,"state and local government",0
"Clark Atlanta U.",361,"institution funds",2523000
"Clark Atlanta U.",361,"business",79000
"Clark Atlanta U.",361,"nonprofit organizations",31000
"Clark Atlanta U.",361,"all other sources",0
"West Texas A&M U.",362,"all r d expenditures",10302000
"West Texas A&M U.",362,"federal government",2118000
"West Texas A&M U.",362,"state and local government",4772000
"West Texas A&M U.",362,"institution funds",2243000
"West Texas A&M U.",362,"business",1135000
"West Texas A&M U.",362,"nonprofit organizations",34000
"West Texas A&M U.",362,"all other sources",0
"California State U., Los Angeles",363,"all r d expenditures",10186000
"California State U., Los Angeles",363,"federal government",8973000
"California State U., Los Angeles",363,"state and local government",108000
"California State U., Los Angeles",363,"institution funds",788000
"California State U., Los Angeles",363,"business",0
"California State U., Los Angeles",363,"nonprofit organizations",317000
"California State U., Los Angeles",363,"all other sources",0
"Kean U.",364,"all r d expenditures",10062000
"Kean U.",364,"federal government",1870000
"Kean U.",364,"state and local government",134000
"Kean U.",364,"institution funds",7954000
"Kean U.",364,"business",15000
"Kean U.",364,"nonprofit organizations",89000
"Kean U.",364,"all other sources",0
"Gallaudet U.",365,"all r d expenditures",9894000
"Gallaudet U.",365,"federal government",5523000
"Gallaudet U.",365,"state and local government",25000
"Gallaudet U.",365,"institution funds",3462000
"Gallaudet U.",365,"business",0
"Gallaudet U.",365,"nonprofit organizations",526000
"Gallaudet U.",365,"all other sources",358000
"Hampton U.",366,"all r d expenditures",9769000
"Hampton U.",366,"federal government",9445000
"Hampton U.",366,"state and local government",0
"Hampton U.",366,"institution funds",324000
"Hampton U.",366,"business",0
"Hampton U.",366,"nonprofit organizations",0
"Hampton U.",366,"all other sources",0
"U. San Francisco",367,"all r d expenditures",9633000
"U. San Francisco",367,"federal government",1015000
"U. San Francisco",367,"state and local government",532000
"U. San Francisco",367,"institution funds",6848000
"U. San Francisco",367,"business",0
"U. San Francisco",367,"nonprofit organizations",279000
"U. San Francisco",367,"all other sources",959000
"Middle Tennessee State U.",368,"all r d expenditures",9577000
"Middle Tennessee State U.",368,"federal government",3822000
"Middle Tennessee State U.",368,"state and local government",488000
"Middle Tennessee State U.",368,"institution funds",4173000
"Middle Tennessee State U.",368,"business",143000
"Middle Tennessee State U.",368,"nonprofit organizations",943000
"Middle Tennessee State U.",368,"all other sources",8000
"Rutgers, State U. New Jersey, Camden",369,"all r d expenditures",9527000
"Rutgers, State U. New Jersey, Camden",369,"federal government",3042000
"Rutgers, State U. New Jersey, Camden",369,"state and local government",1842000
"Rutgers, State U. New Jersey, Camden",369,"institution funds",3214000
"Rutgers, State U. New Jersey, Camden",369,"business",544000
"Rutgers, State U. New Jersey, Camden",369,"nonprofit organizations",860000
"Rutgers, State U. New Jersey, Camden",369,"all other sources",25000
"Western Kentucky U.",370,"all r d expenditures",9298000
"Western Kentucky U.",370,"federal government",3401000
"Western Kentucky U.",370,"state and local government",790000
"Western Kentucky U.",370,"institution funds",4906000
"Western Kentucky U.",370,"business",78000
"Western Kentucky U.",370,"nonprofit organizations",123000
"Western Kentucky U.",370,"all other sources",0
"Lamar U.",371,"all r d expenditures",9168000
"Lamar U.",371,"federal government",2259000
"Lamar U.",371,"state and local government",6124000
"Lamar U.",371,"institution funds",277000
"Lamar U.",371,"business",342000
"Lamar U.",371,"nonprofit organizations",166000
"Lamar U.",371,"all other sources",0
"U. Northern Colorado",372,"all r d expenditures",9064000
"U. Northern Colorado",372,"federal government",1705000
"U. Northern Colorado",372,"state and local government",202000
"U. Northern Colorado",372,"institution funds",6848000
"U. Northern Colorado",372,"business",69000
"U. Northern Colorado",372,"nonprofit organizations",240000
"U. Northern Colorado",372,"all other sources",0
"Bryn Mawr C.",373,"all r d expenditures",9039000
"Bryn Mawr C.",373,"federal government",1289000
"Bryn Mawr C.",373,"state and local government",0
"Bryn Mawr C.",373,"institution funds",7105000
"Bryn Mawr C.",373,"business",16000
"Bryn Mawr C.",373,"nonprofit organizations",629000
"Bryn Mawr C.",373,"all other sources",0
"Western U. of Health Sciences",374,"all r d expenditures",8929000
"Western U. of Health Sciences",374,"federal government",6099000
"Western U. of Health Sciences",374,"state and local government",1635000
"Western U. of Health Sciences",374,"institution funds",238000
"Western U. of Health Sciences",374,"business",457000
"Western U. of Health Sciences",374,"nonprofit organizations",5e+05
"Western U. of Health Sciences",374,"all other sources",0
"U. Arkansas, Little Rock",375,"all r d expenditures",8685000
"U. Arkansas, Little Rock",375,"federal government",7544000
"U. Arkansas, Little Rock",375,"state and local government",218000
"U. Arkansas, Little Rock",375,"institution funds",69000
"U. Arkansas, Little Rock",375,"business",513000
"U. Arkansas, Little Rock",375,"nonprofit organizations",134000
"U. Arkansas, Little Rock",375,"all other sources",207000
"Saint Joseph's U.",376,"all r d expenditures",8675000
"Saint Joseph's U.",376,"federal government",2680000
"Saint Joseph's U.",376,"state and local government",1129000
"Saint Joseph's U.",376,"institution funds",1657000
"Saint Joseph's U.",376,"business",2517000
"Saint Joseph's U.",376,"nonprofit organizations",434000
"Saint Joseph's U.",376,"all other sources",258000
"Winston-Salem State U.",377,"all r d expenditures",8668000
"Winston-Salem State U.",377,"federal government",7901000
"Winston-Salem State U.",377,"state and local government",374000
"Winston-Salem State U.",377,"institution funds",0
"Winston-Salem State U.",377,"business",0
"Winston-Salem State U.",377,"nonprofit organizations",336000
"Winston-Salem State U.",377,"all other sources",57000
"Yeshiva U.",378,"all r d expenditures",8661000
"Yeshiva U.",378,"federal government",1229000
"Yeshiva U.",378,"state and local government",0
"Yeshiva U.",378,"institution funds",6104000
"Yeshiva U.",378,"business",0
"Yeshiva U.",378,"nonprofit organizations",1008000
"Yeshiva U.",378,"all other sources",320000
"CUNY, Brooklyn C.",379,"all r d expenditures",8535000
"CUNY, Brooklyn C.",379,"federal government",5518000
"CUNY, Brooklyn C.",379,"state and local government",838000
"CUNY, Brooklyn C.",379,"institution funds",1998000
"CUNY, Brooklyn C.",379,"business",44000
"CUNY, Brooklyn C.",379,"nonprofit organizations",119000
"CUNY, Brooklyn C.",379,"all other sources",18000
"Appalachian State U.",380,"all r d expenditures",8479000
"Appalachian State U.",380,"federal government",3497000
"Appalachian State U.",380,"state and local government",134000
"Appalachian State U.",380,"institution funds",3123000
"Appalachian State U.",380,"business",702000
"Appalachian State U.",380,"nonprofit organizations",1006000
"Appalachian State U.",380,"all other sources",17000
"Eastern Michigan U.",381,"all r d expenditures",8363000
"Eastern Michigan U.",381,"federal government",2521000
"Eastern Michigan U.",381,"state and local government",72000
"Eastern Michigan U.",381,"institution funds",5463000
"Eastern Michigan U.",381,"business",0
"Eastern Michigan U.",381,"nonprofit organizations",297000
"Eastern Michigan U.",381,"all other sources",10000
"Lincoln U., Jefferson City",382,"all r d expenditures",8196000
"Lincoln U., Jefferson City",382,"federal government",4610000
"Lincoln U., Jefferson City",382,"state and local government",3552000
"Lincoln U., Jefferson City",382,"institution funds",34000
"Lincoln U., Jefferson City",382,"business",0
"Lincoln U., Jefferson City",382,"nonprofit organizations",0
"Lincoln U., Jefferson City",382,"all other sources",0
"Abilene Christian U.",383,"all r d expenditures",8182000
"Abilene Christian U.",383,"federal government",946000
"Abilene Christian U.",383,"state and local government",0
