"institution","rank","source","dollars"
"Abilene Christian U.",383,"institution funds",194000
"Abilene Christian U.",383,"business",6934000
"Abilene Christian U.",383,"nonprofit organizations",108000
"Abilene Christian U.",383,"all other sources",0
"Hofstra U.",384,"all r d expenditures",8162000
"Hofstra U.",384,"federal government",1995000
"Hofstra U.",384,"state and local government",237000
"Hofstra U.",384,"institution funds",5786000
"Hofstra U.",384,"business",0
"Hofstra U.",384,"nonprofit organizations",144000
"Hofstra U.",384,"all other sources",0
"Amherst C.",385,"all r d expenditures",8152000
"Amherst C.",385,"federal government",2869000
"Amherst C.",385,"state and local government",0
"Amherst C.",385,"institution funds",3104000
"Amherst C.",385,"business",0
"Amherst C.",385,"nonprofit organizations",235000
"Amherst C.",385,"all other sources",1944000
"U. Hawaii, Hilo",386,"all r d expenditures",8112000
"U. Hawaii, Hilo",386,"federal government",6068000
"U. Hawaii, Hilo",386,"state and local government",22000
"U. Hawaii, Hilo",386,"institution funds",809000
"U. Hawaii, Hilo",386,"business",59000
"U. Hawaii, Hilo",386,"nonprofit organizations",940000
"U. Hawaii, Hilo",386,"all other sources",214000
"Southern Connecticut State U.",387,"all r d expenditures",8007000
"Southern Connecticut State U.",387,"federal government",1433000
"Southern Connecticut State U.",387,"state and local government",136000
"Southern Connecticut State U.",387,"institution funds",5810000
"Southern Connecticut State U.",387,"business",68000
"Southern Connecticut State U.",387,"nonprofit organizations",239000
"Southern Connecticut State U.",387,"all other sources",321000
"U. of the District of Columbia",388,"all r d expenditures",7945000
"U. of the District of Columbia",388,"federal government",7367000
"U. of the District of Columbia",388,"state and local government",384000
"U. of the District of Columbia",388,"institution funds",48000
"U. of the District of Columbia",388,"business",0
"U. of the District of Columbia",388,"nonprofit organizations",131000
"U. of the District of Columbia",388,"all other sources",15000
"U. Central Oklahoma",389,"all r d expenditures",7870000
"U. Central Oklahoma",389,"federal government",2071000
"U. Central Oklahoma",389,"state and local government",833000
"U. Central Oklahoma",389,"institution funds",4867000
"U. Central Oklahoma",389,"business",95000
"U. Central Oklahoma",389,"nonprofit organizations",3000
"U. Central Oklahoma",389,"all other sources",1000
"South Carolina State U.",390,"all r d expenditures",7814000
"South Carolina State U.",390,"federal government",5330000
"South Carolina State U.",390,"state and local government",1531000
"South Carolina State U.",390,"institution funds",890000
"South Carolina State U.",390,"business",0
"South Carolina State U.",390,"nonprofit organizations",63000
"South Carolina State U.",390,"all other sources",0
"U. Arkansas, Pine Bluff",391,"all r d expenditures",7766000
"U. Arkansas, Pine Bluff",391,"federal government",4204000
"U. Arkansas, Pine Bluff",391,"state and local government",1294000
"U. Arkansas, Pine Bluff",391,"institution funds",2219000
"U. Arkansas, Pine Bluff",391,"business",41000
"U. Arkansas, Pine Bluff",391,"nonprofit organizations",8000
"U. Arkansas, Pine Bluff",391,"all other sources",0
"Southern U. and A&M C., Agricultural Research and Extension Center",392,"all r d expenditures",7764000
"Southern U. and A&M C., Agricultural Research and Extension Center",392,"federal government",4688000
"Southern U. and A&M C., Agricultural Research and Extension Center",392,"state and local government",3037000
"Southern U. and A&M C., Agricultural Research and Extension Center",392,"institution funds",24000
"Southern U. and A&M C., Agricultural Research and Extension Center",392,"business",0
"Southern U. and A&M C., Agricultural Research and Extension Center",392,"nonprofit organizations",15000
"Southern U. and A&M C., Agricultural Research and Extension Center",392,"all other sources",0
"Pennsylvania State U., Behrend",393,"all r d expenditures",7614000
"Pennsylvania State U., Behrend",393,"federal government",4378000
"Pennsylvania State U., Behrend",393,"state and local government",388000
"Pennsylvania State U., Behrend",393,"institution funds",1823000
"Pennsylvania State U., Behrend",393,"business",708000
"Pennsylvania State U., Behrend",393,"nonprofit organizations",308000
"Pennsylvania State U., Behrend",393,"all other sources",9000
"Edward Via C. of Osteopathic Medicine",394,"all r d expenditures",7597000
"Edward Via C. of Osteopathic Medicine",394,"federal government",678000
"Edward Via C. of Osteopathic Medicine",394,"state and local government",136000
"Edward Via C. of Osteopathic Medicine",394,"institution funds",6699000
"Edward Via C. of Osteopathic Medicine",394,"business",0
"Edward Via C. of Osteopathic Medicine",394,"nonprofit organizations",84000
"Edward Via C. of Osteopathic Medicine",394,"all other sources",0
"Grinnell C.",394,"all r d expenditures",7597000
"Grinnell C.",394,"federal government",1082000
"Grinnell C.",394,"state and local government",0
"Grinnell C.",394,"institution funds",5816000
"Grinnell C.",394,"business",0
"Grinnell C.",394,"nonprofit organizations",239000
"Grinnell C.",394,"all other sources",460000
"Purdue U., Northwest",396,"all r d expenditures",7504000
"Purdue U., Northwest",396,"federal government",3409000
"Purdue U., Northwest",396,"state and local government",996000
"Purdue U., Northwest",396,"institution funds",1604000
"Purdue U., Northwest",396,"business",597000
"Purdue U., Northwest",396,"nonprofit organizations",236000
"Purdue U., Northwest",396,"all other sources",662000
"Philadelphia C. of Osteopathic Medicine",397,"all r d expenditures",7459000
"Philadelphia C. of Osteopathic Medicine",397,"federal government",442000
"Philadelphia C. of Osteopathic Medicine",397,"state and local government",59000
"Philadelphia C. of Osteopathic Medicine",397,"institution funds",2848000
"Philadelphia C. of Osteopathic Medicine",397,"business",2547000
"Philadelphia C. of Osteopathic Medicine",397,"nonprofit organizations",1563000
"Philadelphia C. of Osteopathic Medicine",397,"all other sources",0
"MGH Institute of Health Professions",398,"all r d expenditures",7426000
"MGH Institute of Health Professions",398,"federal government",6200000
"MGH Institute of Health Professions",398,"state and local government",0
"MGH Institute of Health Professions",398,"institution funds",20000
"MGH Institute of Health Professions",398,"business",0
"MGH Institute of Health Professions",398,"nonprofit organizations",1206000
"MGH Institute of Health Professions",398,"all other sources",0
"Arkansas State U., Jonesboro",399,"all r d expenditures",7323000
"Arkansas State U., Jonesboro",399,"federal government",3083000
"Arkansas State U., Jonesboro",399,"state and local government",3419000
"Arkansas State U., Jonesboro",399,"institution funds",561000
"Arkansas State U., Jonesboro",399,"business",260000
"Arkansas State U., Jonesboro",399,"nonprofit organizations",0
"Arkansas State U., Jonesboro",399,"all other sources",0
"Claremont Graduate U.",400,"all r d expenditures",7262000
"Claremont Graduate U.",400,"federal government",1422000
"Claremont Graduate U.",400,"state and local government",354000
"Claremont Graduate U.",400,"institution funds",984000
"Claremont Graduate U.",400,"business",2709000
"Claremont Graduate U.",400,"nonprofit organizations",1228000
"Claremont Graduate U.",400,"all other sources",565000
"C. Charleston",401,"all r d expenditures",7231000
"C. Charleston",401,"federal government",5036000
"C. Charleston",401,"state and local government",274000
"C. Charleston",401,"institution funds",1285000
"C. Charleston",401,"business",64000
"C. Charleston",401,"nonprofit organizations",571000
"C. Charleston",401,"all other sources",1000
"Seton Hall U.",402,"all r d expenditures",7068000
"Seton Hall U.",402,"federal government",2778000
"Seton Hall U.",402,"state and local government",2633000
"Seton Hall U.",402,"institution funds",1195000
"Seton Hall U.",402,"business",104000
"Seton Hall U.",402,"nonprofit organizations",211000
"Seton Hall U.",402,"all other sources",147000
"Texas A&M U.-Commerce",403,"all r d expenditures",7029000
"Texas A&M U.-Commerce",403,"federal government",1936000
"Texas A&M U.-Commerce",403,"state and local government",809000
"Texas A&M U.-Commerce",403,"institution funds",3726000
"Texas A&M U.-Commerce",403,"business",3000
"Texas A&M U.-Commerce",403,"nonprofit organizations",494000
"Texas A&M U.-Commerce",403,"all other sources",61000
"U. Colorado Colorado Springs",404,"all r d expenditures",7012000
"U. Colorado Colorado Springs",404,"federal government",5205000
"U. Colorado Colorado Springs",404,"state and local government",29000
"U. Colorado Colorado Springs",404,"institution funds",1042000
"U. Colorado Colorado Springs",404,"business",523000
"U. Colorado Colorado Springs",404,"nonprofit organizations",207000
"U. Colorado Colorado Springs",404,"all other sources",6000
"Claremont McKenna C.",405,"all r d expenditures",6925000
"Claremont McKenna C.",405,"federal government",1035000
"Claremont McKenna C.",405,"state and local government",62000
"Claremont McKenna C.",405,"institution funds",5293000
"Claremont McKenna C.",405,"business",0
"Claremont McKenna C.",405,"nonprofit organizations",485000
"Claremont McKenna C.",405,"all other sources",50000
"Texas Woman's U.",406,"all r d expenditures",6922000
"Texas Woman's U.",406,"federal government",2439000
"Texas Woman's U.",406,"state and local government",2136000
"Texas Woman's U.",406,"institution funds",1396000
"Texas Woman's U.",406,"business",166000
"Texas Woman's U.",406,"nonprofit organizations",785000
"Texas Woman's U.",406,"all other sources",0
"Hope C.",407,"all r d expenditures",6910000
"Hope C.",407,"federal government",3639000
"Hope C.",407,"state and local government",0
"Hope C.",407,"institution funds",1678000
"Hope C.",407,"business",0
"Hope C.",407,"nonprofit organizations",1308000
"Hope C.",407,"all other sources",285000
"U. North Carolina, Asheville",408,"all r d expenditures",6761000
"U. North Carolina, Asheville",408,"federal government",3323000
"U. North Carolina, Asheville",408,"state and local government",547000
"U. North Carolina, Asheville",408,"institution funds",615000
"U. North Carolina, Asheville",408,"business",126000
"U. North Carolina, Asheville",408,"nonprofit organizations",2148000
"U. North Carolina, Asheville",408,"all other sources",2000
"U. New England",409,"all r d expenditures",6756000
"U. New England",409,"federal government",4777000
"U. New England",409,"state and local government",2000
"U. New England",409,"institution funds",1548000
"U. New England",409,"business",29000
"U. New England",409,"nonprofit organizations",395000
"U. New England",409,"all other sources",5000
"Reed C.",410,"all r d expenditures",6750000
"Reed C.",410,"federal government",2420000
"Reed C.",410,"state and local government",44000
"Reed C.",410,"institution funds",3745000
"Reed C.",410,"business",0
"Reed C.",410,"nonprofit organizations",391000
"Reed C.",410,"all other sources",150000
"U. Baltimore",411,"all r d expenditures",6615000
"U. Baltimore",411,"federal government",4250000
"U. Baltimore",411,"state and local government",1819000
"U. Baltimore",411,"institution funds",NA
"U. Baltimore",411,"business",20000
"U. Baltimore",411,"nonprofit organizations",422000
"U. Baltimore",411,"all other sources",104000
