"institution","rank","source","field","dollars"
"New York Institute of Technology",458,"State and local government","all r d expenditures",125000
"New York Institute of Technology",458,"State and local government","computer and information sciences",113000
"New York Institute of Technology",458,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"New York Institute of Technology",458,"State and local government","life sciences",0
"New York Institute of Technology",458,"State and local government","mathematics and statistics",0
"New York Institute of Technology",458,"State and local government","physical sciences",0
"New York Institute of Technology",458,"State and local government","psychology",0
"New York Institute of Technology",458,"State and local government","social sciences",0
"New York Institute of Technology",458,"State and local government","sciences nec",0
"New York Institute of Technology",458,"State and local government","engineering",0
"New York Institute of Technology",458,"State and local government","all non s e fields",12000
"Eastern Kentucky U.",460,"State and local government","all r d expenditures",124000
"Eastern Kentucky U.",460,"State and local government","computer and information sciences",0
"Eastern Kentucky U.",460,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Eastern Kentucky U.",460,"State and local government","life sciences",61000
"Eastern Kentucky U.",460,"State and local government","mathematics and statistics",0
"Eastern Kentucky U.",460,"State and local government","physical sciences",9000
"Eastern Kentucky U.",460,"State and local government","psychology",0
"Eastern Kentucky U.",460,"State and local government","social sciences",54000
"Eastern Kentucky U.",460,"State and local government","sciences nec",0
"Eastern Kentucky U.",460,"State and local government","engineering",0
"Eastern Kentucky U.",460,"State and local government","all non s e fields",0
"Albany Medical C.",461,"State and local government","all r d expenditures",120000
"Albany Medical C.",461,"State and local government","computer and information sciences",0
"Albany Medical C.",461,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Albany Medical C.",461,"State and local government","life sciences",120000
"Albany Medical C.",461,"State and local government","mathematics and statistics",0
"Albany Medical C.",461,"State and local government","physical sciences",0
"Albany Medical C.",461,"State and local government","psychology",0
"Albany Medical C.",461,"State and local government","social sciences",0
"Albany Medical C.",461,"State and local government","sciences nec",0
"Albany Medical C.",461,"State and local government","engineering",0
"Albany Medical C.",461,"State and local government","all non s e fields",0
"Dillard U.",462,"State and local government","all r d expenditures",117000
"Dillard U.",462,"State and local government","computer and information sciences",0
"Dillard U.",462,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Dillard U.",462,"State and local government","life sciences",117000
"Dillard U.",462,"State and local government","mathematics and statistics",0
"Dillard U.",462,"State and local government","physical sciences",0
"Dillard U.",462,"State and local government","psychology",0
"Dillard U.",462,"State and local government","social sciences",0
"Dillard U.",462,"State and local government","sciences nec",0
"Dillard U.",462,"State and local government","engineering",0
"Dillard U.",462,"State and local government","all non s e fields",0
"U. Alaska, Southeast",462,"State and local government","all r d expenditures",117000
"U. Alaska, Southeast",462,"State and local government","computer and information sciences",0
"U. Alaska, Southeast",462,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"U. Alaska, Southeast",462,"State and local government","life sciences",61000
"U. Alaska, Southeast",462,"State and local government","mathematics and statistics",0
"U. Alaska, Southeast",462,"State and local government","physical sciences",0
"U. Alaska, Southeast",462,"State and local government","psychology",0
"U. Alaska, Southeast",462,"State and local government","social sciences",0
"U. Alaska, Southeast",462,"State and local government","sciences nec",0
"U. Alaska, Southeast",462,"State and local government","engineering",56000
"U. Alaska, Southeast",462,"State and local government","all non s e fields",0
"Ursinus C.",464,"State and local government","all r d expenditures",112000
"Ursinus C.",464,"State and local government","computer and information sciences",0
"Ursinus C.",464,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Ursinus C.",464,"State and local government","life sciences",0
"Ursinus C.",464,"State and local government","mathematics and statistics",0
"Ursinus C.",464,"State and local government","physical sciences",112000
"Ursinus C.",464,"State and local government","psychology",0
"Ursinus C.",464,"State and local government","social sciences",0
"Ursinus C.",464,"State and local government","sciences nec",0
"Ursinus C.",464,"State and local government","engineering",0
"Ursinus C.",464,"State and local government","all non s e fields",0
"California State U., Los Angeles",465,"State and local government","all r d expenditures",108000
"California State U., Los Angeles",465,"State and local government","computer and information sciences",0
"California State U., Los Angeles",465,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"California State U., Los Angeles",465,"State and local government","life sciences",26000
"California State U., Los Angeles",465,"State and local government","mathematics and statistics",0
"California State U., Los Angeles",465,"State and local government","physical sciences",82000
"California State U., Los Angeles",465,"State and local government","psychology",0
"California State U., Los Angeles",465,"State and local government","social sciences",0
"California State U., Los Angeles",465,"State and local government","sciences nec",0
"California State U., Los Angeles",465,"State and local government","engineering",0
"California State U., Los Angeles",465,"State and local government","all non s e fields",0
"Albany State U.",466,"State and local government","all r d expenditures",106000
"Albany State U.",466,"State and local government","computer and information sciences",0
"Albany State U.",466,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Albany State U.",466,"State and local government","life sciences",0
"Albany State U.",466,"State and local government","mathematics and statistics",0
"Albany State U.",466,"State and local government","physical sciences",0
"Albany State U.",466,"State and local government","psychology",0
"Albany State U.",466,"State and local government","social sciences",0
"Albany State U.",466,"State and local government","sciences nec",0
"Albany State U.",466,"State and local government","engineering",106000
"Albany State U.",466,"State and local government","all non s e fields",0
"Roger Williams U.",467,"State and local government","all r d expenditures",102000
"Roger Williams U.",467,"State and local government","computer and information sciences",0
"Roger Williams U.",467,"State and local government","geosciences atmospheric sciences and ocean sciences",13000
"Roger Williams U.",467,"State and local government","life sciences",28000
"Roger Williams U.",467,"State and local government","mathematics and statistics",0
"Roger Williams U.",467,"State and local government","physical sciences",0
"Roger Williams U.",467,"State and local government","psychology",0
"Roger Williams U.",467,"State and local government","social sciences",0
"Roger Williams U.",467,"State and local government","sciences nec",0
"Roger Williams U.",467,"State and local government","engineering",61000
"Roger Williams U.",467,"State and local government","all non s e fields",0
"Rockefeller U.",468,"State and local government","all r d expenditures",101000
"Rockefeller U.",468,"State and local government","computer and information sciences",0
"Rockefeller U.",468,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Rockefeller U.",468,"State and local government","life sciences",63000
"Rockefeller U.",468,"State and local government","mathematics and statistics",0
"Rockefeller U.",468,"State and local government","physical sciences",38000
"Rockefeller U.",468,"State and local government","psychology",0
"Rockefeller U.",468,"State and local government","social sciences",0
"Rockefeller U.",468,"State and local government","sciences nec",0
"Rockefeller U.",468,"State and local government","engineering",0
"Rockefeller U.",468,"State and local government","all non s e fields",0
"Midwestern U.",469,"State and local government","all r d expenditures",92000
"Midwestern U.",469,"State and local government","computer and information sciences",0
"Midwestern U.",469,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Midwestern U.",469,"State and local government","life sciences",92000
"Midwestern U.",469,"State and local government","mathematics and statistics",0
"Midwestern U.",469,"State and local government","physical sciences",0
"Midwestern U.",469,"State and local government","psychology",0
"Midwestern U.",469,"State and local government","social sciences",0
"Midwestern U.",469,"State and local government","sciences nec",0
"Midwestern U.",469,"State and local government","engineering",0
"Midwestern U.",469,"State and local government","all non s e fields",0
"Ferris State U.",470,"State and local government","all r d expenditures",88000
"Ferris State U.",470,"State and local government","computer and information sciences",0
"Ferris State U.",470,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Ferris State U.",470,"State and local government","life sciences",0
"Ferris State U.",470,"State and local government","mathematics and statistics",0
"Ferris State U.",470,"State and local government","physical sciences",24000
"Ferris State U.",470,"State and local government","psychology",0
"Ferris State U.",470,"State and local government","social sciences",0
"Ferris State U.",470,"State and local government","sciences nec",0
"Ferris State U.",470,"State and local government","engineering",0
"Ferris State U.",470,"State and local government","all non s e fields",64000
"Missouri State U.",471,"State and local government","all r d expenditures",84000
"Missouri State U.",471,"State and local government","computer and information sciences",0
"Missouri State U.",471,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Missouri State U.",471,"State and local government","life sciences",84000
"Missouri State U.",471,"State and local government","mathematics and statistics",0
"Missouri State U.",471,"State and local government","physical sciences",0
"Missouri State U.",471,"State and local government","psychology",0
"Missouri State U.",471,"State and local government","social sciences",0
"Missouri State U.",471,"State and local government","sciences nec",0
"Missouri State U.",471,"State and local government","engineering",0
"Missouri State U.",471,"State and local government","all non s e fields",0
"Indiana State U.",472,"State and local government","all r d expenditures",83000
"Indiana State U.",472,"State and local government","computer and information sciences",0
"Indiana State U.",472,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Indiana State U.",472,"State and local government","life sciences",83000
"Indiana State U.",472,"State and local government","mathematics and statistics",0
"Indiana State U.",472,"State and local government","physical sciences",0
"Indiana State U.",472,"State and local government","psychology",0
"Indiana State U.",472,"State and local government","social sciences",0
"Indiana State U.",472,"State and local government","sciences nec",0
"Indiana State U.",472,"State and local government","engineering",0
"Indiana State U.",472,"State and local government","all non s e fields",0
"Black Hills State U.",473,"State and local government","all r d expenditures",82000
"Black Hills State U.",473,"State and local government","computer and information sciences",0
"Black Hills State U.",473,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Black Hills State U.",473,"State and local government","life sciences",72000
"Black Hills State U.",473,"State and local government","mathematics and statistics",0
"Black Hills State U.",473,"State and local government","physical sciences",0
"Black Hills State U.",473,"State and local government","psychology",0
"Black Hills State U.",473,"State and local government","social sciences",0
"Black Hills State U.",473,"State and local government","sciences nec",0
"Black Hills State U.",473,"State and local government","engineering",0
"Black Hills State U.",473,"State and local government","all non s e fields",10000
"U. Missouri, Saint Louis",473,"State and local government","all r d expenditures",82000
"U. Missouri, Saint Louis",473,"State and local government","computer and information sciences",0
"U. Missouri, Saint Louis",473,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"U. Missouri, Saint Louis",473,"State and local government","life sciences",0
"U. Missouri, Saint Louis",473,"State and local government","mathematics and statistics",0
"U. Missouri, Saint Louis",473,"State and local government","physical sciences",0
"U. Missouri, Saint Louis",473,"State and local government","psychology",0
"U. Missouri, Saint Louis",473,"State and local government","social sciences",24000
"U. Missouri, Saint Louis",473,"State and local government","sciences nec",0
"U. Missouri, Saint Louis",473,"State and local government","engineering",0
"U. Missouri, Saint Louis",473,"State and local government","all non s e fields",58000
"Troy U.",475,"State and local government","all r d expenditures",81000
"Troy U.",475,"State and local government","computer and information sciences",0
"Troy U.",475,"State and local government","geosciences atmospheric sciences and ocean sciences",1000
"Troy U.",475,"State and local government","life sciences",0
"Troy U.",475,"State and local government","mathematics and statistics",0
"Troy U.",475,"State and local government","physical sciences",0
"Troy U.",475,"State and local government","psychology",0
"Troy U.",475,"State and local government","social sciences",12000
"Troy U.",475,"State and local government","sciences nec",0
"Troy U.",475,"State and local government","engineering",0
"Troy U.",475,"State and local government","all non s e fields",68000
"U. Puerto Rico, Rio Piedras",475,"State and local government","all r d expenditures",81000
"U. Puerto Rico, Rio Piedras",475,"State and local government","computer and information sciences",0
"U. Puerto Rico, Rio Piedras",475,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"U. Puerto Rico, Rio Piedras",475,"State and local government","life sciences",0
"U. Puerto Rico, Rio Piedras",475,"State and local government","mathematics and statistics",0
"U. Puerto Rico, Rio Piedras",475,"State and local government","physical sciences",0
"U. Puerto Rico, Rio Piedras",475,"State and local government","psychology",0
"U. Puerto Rico, Rio Piedras",475,"State and local government","social sciences",81000
"U. Puerto Rico, Rio Piedras",475,"State and local government","sciences nec",0
"U. Puerto Rico, Rio Piedras",475,"State and local government","engineering",0
"U. Puerto Rico, Rio Piedras",475,"State and local government","all non s e fields",0
"U. Wisconsin-Superior",475,"State and local government","all r d expenditures",81000
"U. Wisconsin-Superior",475,"State and local government","computer and information sciences",0
"U. Wisconsin-Superior",475,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"U. Wisconsin-Superior",475,"State and local government","life sciences",0
"U. Wisconsin-Superior",475,"State and local government","mathematics and statistics",0
"U. Wisconsin-Superior",475,"State and local government","physical sciences",0
"U. Wisconsin-Superior",475,"State and local government","psychology",0
"U. Wisconsin-Superior",475,"State and local government","social sciences",0
"U. Wisconsin-Superior",475,"State and local government","sciences nec",0
"U. Wisconsin-Superior",475,"State and local government","engineering",0
"U. Wisconsin-Superior",475,"State and local government","all non s e fields",81000
"Robert Morris U.",478,"State and local government","all r d expenditures",79000
"Robert Morris U.",478,"State and local government","computer and information sciences",0
"Robert Morris U.",478,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Robert Morris U.",478,"State and local government","life sciences",0
"Robert Morris U.",478,"State and local government","mathematics and statistics",0
"Robert Morris U.",478,"State and local government","physical sciences",0
"Robert Morris U.",478,"State and local government","psychology",0
"Robert Morris U.",478,"State and local government","social sciences",0
"Robert Morris U.",478,"State and local government","sciences nec",0
"Robert Morris U.",478,"State and local government","engineering",61000
"Robert Morris U.",478,"State and local government","all non s e fields",18000
"Seattle U.",479,"State and local government","all r d expenditures",78000
"Seattle U.",479,"State and local government","computer and information sciences",0
"Seattle U.",479,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Seattle U.",479,"State and local government","life sciences",5000
"Seattle U.",479,"State and local government","mathematics and statistics",0
"Seattle U.",479,"State and local government","physical sciences",0
"Seattle U.",479,"State and local government","psychology",0
"Seattle U.",479,"State and local government","social sciences",0
"Seattle U.",479,"State and local government","sciences nec",0
"Seattle U.",479,"State and local government","engineering",0
"Seattle U.",479,"State and local government","all non s e fields",73000
"CUNY, Baruch C.",480,"State and local government","all r d expenditures",77000
"CUNY, Baruch C.",480,"State and local government","computer and information sciences",0
"CUNY, Baruch C.",480,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"CUNY, Baruch C.",480,"State and local government","life sciences",52000
"CUNY, Baruch C.",480,"State and local government","mathematics and statistics",0
"CUNY, Baruch C.",480,"State and local government","physical sciences",0
"CUNY, Baruch C.",480,"State and local government","psychology",0
"CUNY, Baruch C.",480,"State and local government","social sciences",0
"CUNY, Baruch C.",480,"State and local government","sciences nec",0
"CUNY, Baruch C.",480,"State and local government","engineering",0
"CUNY, Baruch C.",480,"State and local government","all non s e fields",25000
"Northern Kentucky U.",480,"State and local government","all r d expenditures",77000
"Northern Kentucky U.",480,"State and local government","computer and information sciences",0
"Northern Kentucky U.",480,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Northern Kentucky U.",480,"State and local government","life sciences",13000
"Northern Kentucky U.",480,"State and local government","mathematics and statistics",33000
"Northern Kentucky U.",480,"State and local government","physical sciences",24000
"Northern Kentucky U.",480,"State and local government","psychology",2000
"Northern Kentucky U.",480,"State and local government","social sciences",0
"Northern Kentucky U.",480,"State and local government","sciences nec",0
"Northern Kentucky U.",480,"State and local government","engineering",0
"Northern Kentucky U.",480,"State and local government","all non s e fields",5000
"Southern U. and A&M C., Baton Rouge",482,"State and local government","all r d expenditures",75000
"Southern U. and A&M C., Baton Rouge",482,"State and local government","computer and information sciences",0
"Southern U. and A&M C., Baton Rouge",482,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Southern U. and A&M C., Baton Rouge",482,"State and local government","life sciences",12000
"Southern U. and A&M C., Baton Rouge",482,"State and local government","mathematics and statistics",0
"Southern U. and A&M C., Baton Rouge",482,"State and local government","physical sciences",31000
"Southern U. and A&M C., Baton Rouge",482,"State and local government","psychology",0
"Southern U. and A&M C., Baton Rouge",482,"State and local government","social sciences",0
"Southern U. and A&M C., Baton Rouge",482,"State and local government","sciences nec",0
"Southern U. and A&M C., Baton Rouge",482,"State and local government","engineering",32000
"Southern U. and A&M C., Baton Rouge",482,"State and local government","all non s e fields",0
"C. New Jersey",483,"State and local government","all r d expenditures",72000
"C. New Jersey",483,"State and local government","computer and information sciences",0
"C. New Jersey",483,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"C. New Jersey",483,"State and local government","life sciences",62000
"C. New Jersey",483,"State and local government","mathematics and statistics",0
"C. New Jersey",483,"State and local government","physical sciences",0
"C. New Jersey",483,"State and local government","psychology",0
"C. New Jersey",483,"State and local government","social sciences",0
"C. New Jersey",483,"State and local government","sciences nec",0
"C. New Jersey",483,"State and local government","engineering",10000
"C. New Jersey",483,"State and local government","all non s e fields",0
"Eastern Michigan U.",483,"State and local government","all r d expenditures",72000
"Eastern Michigan U.",483,"State and local government","computer and information sciences",0
"Eastern Michigan U.",483,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Eastern Michigan U.",483,"State and local government","life sciences",0
"Eastern Michigan U.",483,"State and local government","mathematics and statistics",0
"Eastern Michigan U.",483,"State and local government","physical sciences",0
"Eastern Michigan U.",483,"State and local government","psychology",0
"Eastern Michigan U.",483,"State and local government","social sciences",15000
"Eastern Michigan U.",483,"State and local government","sciences nec",0
"Eastern Michigan U.",483,"State and local government","engineering",0
"Eastern Michigan U.",483,"State and local government","all non s e fields",57000
"Bowdoin C.",485,"State and local government","all r d expenditures",71000
"Bowdoin C.",485,"State and local government","computer and information sciences",0
"Bowdoin C.",485,"State and local government","geosciences atmospheric sciences and ocean sciences",71000
"Bowdoin C.",485,"State and local government","life sciences",0
"Bowdoin C.",485,"State and local government","mathematics and statistics",0
"Bowdoin C.",485,"State and local government","physical sciences",0
"Bowdoin C.",485,"State and local government","psychology",0
"Bowdoin C.",485,"State and local government","social sciences",0
"Bowdoin C.",485,"State and local government","sciences nec",0
"Bowdoin C.",485,"State and local government","engineering",0
"Bowdoin C.",485,"State and local government","all non s e fields",0
"Calvin U.",486,"State and local government","all r d expenditures",68000
"Calvin U.",486,"State and local government","computer and information sciences",0
"Calvin U.",486,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Calvin U.",486,"State and local government","life sciences",0
"Calvin U.",486,"State and local government","mathematics and statistics",0
"Calvin U.",486,"State and local government","physical sciences",0
"Calvin U.",486,"State and local government","psychology",0
"Calvin U.",486,"State and local government","social sciences",30000
"Calvin U.",486,"State and local government","sciences nec",0
"Calvin U.",486,"State and local government","engineering",38000
"Calvin U.",486,"State and local government","all non s e fields",0
"Claremont McKenna C.",487,"State and local government","all r d expenditures",62000
"Claremont McKenna C.",487,"State and local government","computer and information sciences",0
"Claremont McKenna C.",487,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Claremont McKenna C.",487,"State and local government","life sciences",0
"Claremont McKenna C.",487,"State and local government","mathematics and statistics",0
"Claremont McKenna C.",487,"State and local government","physical sciences",0
"Claremont McKenna C.",487,"State and local government","psychology",62000
"Claremont McKenna C.",487,"State and local government","social sciences",0
"Claremont McKenna C.",487,"State and local government","sciences nec",0
"Claremont McKenna C.",487,"State and local government","engineering",0
"Claremont McKenna C.",487,"State and local government","all non s e fields",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","all r d expenditures",62000
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","computer and information sciences",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","life sciences",62000
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","mathematics and statistics",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","physical sciences",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","psychology",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","social sciences",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","sciences nec",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","engineering",0
"Rosalind Franklin U. of Medicine and Science",487,"State and local government","all non s e fields",0
"Bucknell U.",489,"State and local government","all r d expenditures",61000
"Bucknell U.",489,"State and local government","computer and information sciences",0
"Bucknell U.",489,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Bucknell U.",489,"State and local government","life sciences",26000
"Bucknell U.",489,"State and local government","mathematics and statistics",0
"Bucknell U.",489,"State and local government","physical sciences",0
"Bucknell U.",489,"State and local government","psychology",0
"Bucknell U.",489,"State and local government","social sciences",0
"Bucknell U.",489,"State and local government","sciences nec",0
"Bucknell U.",489,"State and local government","engineering",35000
"Bucknell U.",489,"State and local government","all non s e fields",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","all r d expenditures",59000
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","computer and information sciences",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","life sciences",59000
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","mathematics and statistics",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","physical sciences",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","psychology",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","social sciences",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","sciences nec",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","engineering",0
"Philadelphia C. of Osteopathic Medicine",490,"State and local government","all non s e fields",0
"Macalester C.",491,"State and local government","all r d expenditures",58000
"Macalester C.",491,"State and local government","computer and information sciences",0
"Macalester C.",491,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Macalester C.",491,"State and local government","life sciences",58000
"Macalester C.",491,"State and local government","mathematics and statistics",0
"Macalester C.",491,"State and local government","physical sciences",0
"Macalester C.",491,"State and local government","psychology",0
"Macalester C.",491,"State and local government","social sciences",0
"Macalester C.",491,"State and local government","sciences nec",0
"Macalester C.",491,"State and local government","engineering",0
"Macalester C.",491,"State and local government","all non s e fields",0
"Mercer U.",491,"State and local government","all r d expenditures",58000
"Mercer U.",491,"State and local government","computer and information sciences",0
"Mercer U.",491,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Mercer U.",491,"State and local government","life sciences",51000
"Mercer U.",491,"State and local government","mathematics and statistics",0
"Mercer U.",491,"State and local government","physical sciences",0
"Mercer U.",491,"State and local government","psychology",0
"Mercer U.",491,"State and local government","social sciences",0
"Mercer U.",491,"State and local government","sciences nec",0
"Mercer U.",491,"State and local government","engineering",7000
"Mercer U.",491,"State and local government","all non s e fields",0
"U. of Mary Washington",493,"State and local government","all r d expenditures",57000
"U. of Mary Washington",493,"State and local government","computer and information sciences",52000
"U. of Mary Washington",493,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"U. of Mary Washington",493,"State and local government","life sciences",5000
"U. of Mary Washington",493,"State and local government","mathematics and statistics",0
"U. of Mary Washington",493,"State and local government","physical sciences",0
"U. of Mary Washington",493,"State and local government","psychology",0
"U. of Mary Washington",493,"State and local government","social sciences",0
"U. of Mary Washington",493,"State and local government","sciences nec",0
"U. of Mary Washington",493,"State and local government","engineering",0
"U. of Mary Washington",493,"State and local government","all non s e fields",0
"New England C. of Optometry",494,"State and local government","all r d expenditures",56000
"New England C. of Optometry",494,"State and local government","computer and information sciences",0
"New England C. of Optometry",494,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"New England C. of Optometry",494,"State and local government","life sciences",56000
"New England C. of Optometry",494,"State and local government","mathematics and statistics",0
"New England C. of Optometry",494,"State and local government","physical sciences",0
"New England C. of Optometry",494,"State and local government","psychology",0
"New England C. of Optometry",494,"State and local government","social sciences",0
"New England C. of Optometry",494,"State and local government","sciences nec",0
"New England C. of Optometry",494,"State and local government","engineering",0
"New England C. of Optometry",494,"State and local government","all non s e fields",0
"West Chester U. Pennsylvania",495,"State and local government","all r d expenditures",54000
"West Chester U. Pennsylvania",495,"State and local government","computer and information sciences",0
"West Chester U. Pennsylvania",495,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"West Chester U. Pennsylvania",495,"State and local government","life sciences",13000
"West Chester U. Pennsylvania",495,"State and local government","mathematics and statistics",0
"West Chester U. Pennsylvania",495,"State and local government","physical sciences",0
"West Chester U. Pennsylvania",495,"State and local government","psychology",0
"West Chester U. Pennsylvania",495,"State and local government","social sciences",41000
"West Chester U. Pennsylvania",495,"State and local government","sciences nec",0
"West Chester U. Pennsylvania",495,"State and local government","engineering",0
"West Chester U. Pennsylvania",495,"State and local government","all non s e fields",0
"Western New England U.",495,"State and local government","all r d expenditures",54000
"Western New England U.",495,"State and local government","computer and information sciences",0
"Western New England U.",495,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Western New England U.",495,"State and local government","life sciences",0
"Western New England U.",495,"State and local government","mathematics and statistics",0
"Western New England U.",495,"State and local government","physical sciences",0
"Western New England U.",495,"State and local government","psychology",0
"Western New England U.",495,"State and local government","social sciences",0
"Western New England U.",495,"State and local government","sciences nec",0
"Western New England U.",495,"State and local government","engineering",54000
"Western New England U.",495,"State and local government","all non s e fields",0
"Winthrop U.",495,"State and local government","all r d expenditures",54000
"Winthrop U.",495,"State and local government","computer and information sciences",0
"Winthrop U.",495,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Winthrop U.",495,"State and local government","life sciences",0
"Winthrop U.",495,"State and local government","mathematics and statistics",54000
"Winthrop U.",495,"State and local government","physical sciences",0
"Winthrop U.",495,"State and local government","psychology",0
"Winthrop U.",495,"State and local government","social sciences",0
"Winthrop U.",495,"State and local government","sciences nec",0
"Winthrop U.",495,"State and local government","engineering",0
"Winthrop U.",495,"State and local government","all non s e fields",0
"Grambling State U.",498,"State and local government","all r d expenditures",52000
"Grambling State U.",498,"State and local government","computer and information sciences",52000
"Grambling State U.",498,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Grambling State U.",498,"State and local government","life sciences",0
"Grambling State U.",498,"State and local government","mathematics and statistics",0
"Grambling State U.",498,"State and local government","physical sciences",0
"Grambling State U.",498,"State and local government","psychology",0
"Grambling State U.",498,"State and local government","social sciences",0
"Grambling State U.",498,"State and local government","sciences nec",0
"Grambling State U.",498,"State and local government","engineering",0
"Grambling State U.",498,"State and local government","all non s e fields",0
"Central Connecticut State U.",499,"State and local government","all r d expenditures",51000
"Central Connecticut State U.",499,"State and local government","computer and information sciences",0
"Central Connecticut State U.",499,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Central Connecticut State U.",499,"State and local government","life sciences",17000
"Central Connecticut State U.",499,"State and local government","mathematics and statistics",0
"Central Connecticut State U.",499,"State and local government","physical sciences",18000
"Central Connecticut State U.",499,"State and local government","psychology",0
"Central Connecticut State U.",499,"State and local government","social sciences",16000
"Central Connecticut State U.",499,"State and local government","sciences nec",0
"Central Connecticut State U.",499,"State and local government","engineering",0
"Central Connecticut State U.",499,"State and local government","all non s e fields",0
"Texas A&M U.-San Antonio",499,"State and local government","all r d expenditures",51000
"Texas A&M U.-San Antonio",499,"State and local government","computer and information sciences",10000
"Texas A&M U.-San Antonio",499,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Texas A&M U.-San Antonio",499,"State and local government","life sciences",2000
"Texas A&M U.-San Antonio",499,"State and local government","mathematics and statistics",0
"Texas A&M U.-San Antonio",499,"State and local government","physical sciences",0
"Texas A&M U.-San Antonio",499,"State and local government","psychology",0
"Texas A&M U.-San Antonio",499,"State and local government","social sciences",0
"Texas A&M U.-San Antonio",499,"State and local government","sciences nec",32000
"Texas A&M U.-San Antonio",499,"State and local government","engineering",0
"Texas A&M U.-San Antonio",499,"State and local government","all non s e fields",7000
"SUNY, Oswego",501,"State and local government","all r d expenditures",49000
"SUNY, Oswego",501,"State and local government","computer and information sciences",0
"SUNY, Oswego",501,"State and local government","geosciences atmospheric sciences and ocean sciences",3000
"SUNY, Oswego",501,"State and local government","life sciences",0
"SUNY, Oswego",501,"State and local government","mathematics and statistics",0
"SUNY, Oswego",501,"State and local government","physical sciences",0
"SUNY, Oswego",501,"State and local government","psychology",0
"SUNY, Oswego",501,"State and local government","social sciences",46000
"SUNY, Oswego",501,"State and local government","sciences nec",0
"SUNY, Oswego",501,"State and local government","engineering",0
"SUNY, Oswego",501,"State and local government","all non s e fields",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","all r d expenditures",46000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","computer and information sciences",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","life sciences",46000
