"institution","rank","field","measure_type","dollars"
"U. Illinois, Urbana-Champaign",43,"engineering","All",272650000
"U. Illinois, Urbana-Champaign",43,"all non s e fields","All",46838000
"U. Texas Southwestern Medical Center",44,"all r d expenditures","All",800391000
"U. Texas Southwestern Medical Center",44,"computer and information sciences","All",0
"U. Texas Southwestern Medical Center",44,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Texas Southwestern Medical Center",44,"life sciences","All",800391000
"U. Texas Southwestern Medical Center",44,"mathematics and statistics","All",0
"U. Texas Southwestern Medical Center",44,"physical sciences","All",0
"U. Texas Southwestern Medical Center",44,"psychology","All",0
"U. Texas Southwestern Medical Center",44,"social sciences","All",0
"U. Texas Southwestern Medical Center",44,"sciences nec","All",0
"U. Texas Southwestern Medical Center",44,"engineering","All",0
"U. Texas Southwestern Medical Center",44,"all non s e fields","All",0
"U. Alabama, Birmingham",45,"all r d expenditures","All",780479000
"U. Alabama, Birmingham",45,"computer and information sciences","All",1013000
"U. Alabama, Birmingham",45,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Alabama, Birmingham",45,"life sciences","All",721450000
"U. Alabama, Birmingham",45,"mathematics and statistics","All",169000
"U. Alabama, Birmingham",45,"physical sciences","All",5624000
"U. Alabama, Birmingham",45,"psychology","All",11715000
"U. Alabama, Birmingham",45,"social sciences","All",782000
"U. Alabama, Birmingham",45,"sciences nec","All",0
"U. Alabama, Birmingham",45,"engineering","All",28505000
"U. Alabama, Birmingham",45,"all non s e fields","All",11221000
"Boston U.",46,"all r d expenditures","All",773200000
"Boston U.",46,"computer and information sciences","All",22142000
"Boston U.",46,"geosciences atmospheric sciences and ocean sciences","All",10080000
"Boston U.",46,"life sciences","All",486968000
"Boston U.",46,"mathematics and statistics","All",5008000
"Boston U.",46,"physical sciences","All",42374000
"Boston U.",46,"psychology","All",26387000
"Boston U.",46,"social sciences","All",14027000
"Boston U.",46,"sciences nec","All",7622000
"Boston U.",46,"engineering","All",111856000
"Boston U.",46,"all non s e fields","All",46736000
"U. Utah",47,"all r d expenditures","All",723713000
"U. Utah",47,"computer and information sciences","All",249000
"U. Utah",47,"geosciences atmospheric sciences and ocean sciences","All",11126000
"U. Utah",47,"life sciences","All",453037000
"U. Utah",47,"mathematics and statistics","All",3727000
"U. Utah",47,"physical sciences","All",24991000
"U. Utah",47,"psychology","All",5663000
"U. Utah",47,"social sciences","All",14062000
"U. Utah",47,"sciences nec","All",0
"U. Utah",47,"engineering","All",113129000
"U. Utah",47,"all non s e fields","All",97729000
"U. Virginia, Charlottesville",48,"all r d expenditures","All",714457000
"U. Virginia, Charlottesville",48,"computer and information sciences","All",28652000
"U. Virginia, Charlottesville",48,"geosciences atmospheric sciences and ocean sciences","All",7041000
"U. Virginia, Charlottesville",48,"life sciences","All",418932000
"U. Virginia, Charlottesville",48,"mathematics and statistics","All",2301000
"U. Virginia, Charlottesville",48,"physical sciences","All",27920000
"U. Virginia, Charlottesville",48,"psychology","All",7392000
"U. Virginia, Charlottesville",48,"social sciences","All",12798000
"U. Virginia, Charlottesville",48,"sciences nec","All",848000
"U. Virginia, Charlottesville",48,"engineering","All",112702000
"U. Virginia, Charlottesville",48,"all non s e fields","All",95871000
"U. Cincinnati",49,"all r d expenditures","All",698642000
"U. Cincinnati",49,"computer and information sciences","All",4958000
"U. Cincinnati",49,"geosciences atmospheric sciences and ocean sciences","All",1489000
"U. Cincinnati",49,"life sciences","All",567982000
"U. Cincinnati",49,"mathematics and statistics","All",1732000
"U. Cincinnati",49,"physical sciences","All",12181000
"U. Cincinnati",49,"psychology","All",11756000
"U. Cincinnati",49,"social sciences","All",11576000
"U. Cincinnati",49,"sciences nec","All",987000
"U. Cincinnati",49,"engineering","All",54548000
"U. Cincinnati",49,"all non s e fields","All",31433000
"U. Colorado Anschutz Medical Campus",50,"all r d expenditures","All",686026000
"U. Colorado Anschutz Medical Campus",50,"computer and information sciences","All",0
"U. Colorado Anschutz Medical Campus",50,"geosciences atmospheric sciences and ocean sciences","All",183000
"U. Colorado Anschutz Medical Campus",50,"life sciences","All",676151000
"U. Colorado Anschutz Medical Campus",50,"mathematics and statistics","All",0
"U. Colorado Anschutz Medical Campus",50,"physical sciences","All",521000
"U. Colorado Anschutz Medical Campus",50,"psychology","All",1487000
"U. Colorado Anschutz Medical Campus",50,"social sciences","All",394000
"U. Colorado Anschutz Medical Campus",50,"sciences nec","All",0
"U. Colorado Anschutz Medical Campus",50,"engineering","All",842000
"U. Colorado Anschutz Medical Campus",50,"all non s e fields","All",6448000
"U. Iowa",51,"all r d expenditures","All",662134000
"U. Iowa",51,"computer and information sciences","All",4037000
"U. Iowa",51,"geosciences atmospheric sciences and ocean sciences","All",3415000
"U. Iowa",51,"life sciences","All",478820000
"U. Iowa",51,"mathematics and statistics","All",1074000
"U. Iowa",51,"physical sciences","All",63779000
"U. Iowa",51,"psychology","All",10435000
"U. Iowa",51,"social sciences","All",4172000
"U. Iowa",51,"sciences nec","All",2535000
"U. Iowa",51,"engineering","All",57579000
"U. Iowa",51,"all non s e fields","All",36288000
"U. Colorado Boulder",52,"all r d expenditures","All",651924000
"U. Colorado Boulder",52,"computer and information sciences","All",21212000
"U. Colorado Boulder",52,"geosciences atmospheric sciences and ocean sciences","All",140081000
"U. Colorado Boulder",52,"life sciences","All",61853000
"U. Colorado Boulder",52,"mathematics and statistics","All",4116000
"U. Colorado Boulder",52,"physical sciences","All",179084000
"U. Colorado Boulder",52,"psychology","All",16643000
"U. Colorado Boulder",52,"social sciences","All",16815000
"U. Colorado Boulder",52,"sciences nec","All",1576000
"U. Colorado Boulder",52,"engineering","All",175118000
"U. Colorado Boulder",52,"all non s e fields","All",35426000
"North Carolina State U.",53,"all r d expenditures","All",633251000
"North Carolina State U.",53,"computer and information sciences","All",26585000
"North Carolina State U.",53,"geosciences atmospheric sciences and ocean sciences","All",34922000
"North Carolina State U.",53,"life sciences","All",284651000
"North Carolina State U.",53,"mathematics and statistics","All",18035000
"North Carolina State U.",53,"physical sciences","All",28745000
"North Carolina State U.",53,"psychology","All",1887000
"North Carolina State U.",53,"social sciences","All",8771000
"North Carolina State U.",53,"sciences nec","All",16191000
"North Carolina State U.",53,"engineering","All",196594000
"North Carolina State U.",53,"all non s e fields","All",16870000
"U. Chicago",54,"all r d expenditures","All",628302000
"U. Chicago",54,"computer and information sciences","All",34390000
"U. Chicago",54,"geosciences atmospheric sciences and ocean sciences","All",10053000
"U. Chicago",54,"life sciences","All",395289000
"U. Chicago",54,"mathematics and statistics","All",5931000
"U. Chicago",54,"physical sciences","All",78200000
"U. Chicago",54,"psychology","All",9445000
"U. Chicago",54,"social sciences","All",34694000
"U. Chicago",54,"sciences nec","All",0
"U. Chicago",54,"engineering","All",47857000
"U. Chicago",54,"all non s e fields","All",12443000
"U. Nebraska, Lincoln and Medical Centerc",55,"all r d expenditures","All",617372000
"U. Nebraska, Lincoln and Medical Centerc",55,"computer and information sciences","All",10348000
"U. Nebraska, Lincoln and Medical Centerc",55,"geosciences atmospheric sciences and ocean sciences","All",3364000
"U. Nebraska, Lincoln and Medical Centerc",55,"life sciences","All",413555000
"U. Nebraska, Lincoln and Medical Centerc",55,"mathematics and statistics","All",5687000
"U. Nebraska, Lincoln and Medical Centerc",55,"physical sciences","All",37541000
"U. Nebraska, Lincoln and Medical Centerc",55,"psychology","All",17233000
"U. Nebraska, Lincoln and Medical Centerc",55,"social sciences","All",11621000
"U. Nebraska, Lincoln and Medical Centerc",55,"sciences nec","All",928000
"U. Nebraska, Lincoln and Medical Centerc",55,"engineering","All",76802000
"U. Nebraska, Lincoln and Medical Centerc",55,"all non s e fields","All",40293000
"U. California, Irvine",56,"all r d expenditures","All",609614000
"U. California, Irvine",56,"computer and information sciences","All",26089000
"U. California, Irvine",56,"geosciences atmospheric sciences and ocean sciences","All",11236000
"U. California, Irvine",56,"life sciences","All",369735000
"U. California, Irvine",56,"mathematics and statistics","All",8818000
"U. California, Irvine",56,"physical sciences","All",43790000
"U. California, Irvine",56,"psychology","All",14662000
"U. California, Irvine",56,"social sciences","All",13104000
"U. California, Irvine",56,"sciences nec","All",457000
"U. California, Irvine",56,"engineering","All",84902000
"U. California, Irvine",56,"all non s e fields","All",36821000
"Virginia Polytechnic Institute and State U.",57,"all r d expenditures","All",598113000
"Virginia Polytechnic Institute and State U.",57,"computer and information sciences","All",30263000
"Virginia Polytechnic Institute and State U.",57,"geosciences atmospheric sciences and ocean sciences","All",6047000
"Virginia Polytechnic Institute and State U.",57,"life sciences","All",221029000
"Virginia Polytechnic Institute and State U.",57,"mathematics and statistics","All",12051000
"Virginia Polytechnic Institute and State U.",57,"physical sciences","All",22452000
"Virginia Polytechnic Institute and State U.",57,"psychology","All",6359000
"Virginia Polytechnic Institute and State U.",57,"social sciences","All",13608000
"Virginia Polytechnic Institute and State U.",57,"sciences nec","All",0
"Virginia Polytechnic Institute and State U.",57,"engineering","All",261707000
"Virginia Polytechnic Institute and State U.",57,"all non s e fields","All",24597000
"U. Georgia",58,"all r d expenditures","All",570956000
"U. Georgia",58,"computer and information sciences","All",5970000
"U. Georgia",58,"geosciences atmospheric sciences and ocean sciences","All",25512000
"U. Georgia",58,"life sciences","All",343271000
"U. Georgia",58,"mathematics and statistics","All",6927000
"U. Georgia",58,"physical sciences","All",11502000
"U. Georgia",58,"psychology","All",30072000
"U. Georgia",58,"social sciences","All",38671000
"U. Georgia",58,"sciences nec","All",7940000
"U. Georgia",58,"engineering","All",27420000
"U. Georgia",58,"all non s e fields","All",73671000
"Case Western Reserve U.",59,"all r d expenditures","All",553740000
"Case Western Reserve U.",59,"computer and information sciences","All",5998000
"Case Western Reserve U.",59,"geosciences atmospheric sciences and ocean sciences","All",812000
"Case Western Reserve U.",59,"life sciences","All",462781000
"Case Western Reserve U.",59,"mathematics and statistics","All",709000
"Case Western Reserve U.",59,"physical sciences","All",5407000
"Case Western Reserve U.",59,"psychology","All",1840000
"Case Western Reserve U.",59,"social sciences","All",11687000
"Case Western Reserve U.",59,"sciences nec","All",183000
"Case Western Reserve U.",59,"engineering","All",59900000
"Case Western Reserve U.",59,"all non s e fields","All",4423000
"Oregon Health and Science U.",60,"all r d expenditures","All",517742000
"Oregon Health and Science U.",60,"computer and information sciences","All",0
"Oregon Health and Science U.",60,"geosciences atmospheric sciences and ocean sciences","All",0
"Oregon Health and Science U.",60,"life sciences","All",502768000
"Oregon Health and Science U.",60,"mathematics and statistics","All",0
"Oregon Health and Science U.",60,"physical sciences","All",14000
"Oregon Health and Science U.",60,"psychology","All",0
"Oregon Health and Science U.",60,"social sciences","All",0
"Oregon Health and Science U.",60,"sciences nec","All",0
"Oregon Health and Science U.",60,"engineering","All",14960000
"Oregon Health and Science U.",60,"all non s e fields","All",0
"Princeton U.",61,"all r d expenditures","All",513365000
"Princeton U.",61,"computer and information sciences","All",29801000
"Princeton U.",61,"geosciences atmospheric sciences and ocean sciences","All",33668000
