"institution","rank","field","measure_type","dollars"
"U. Massachusetts, Medical School",98,"psychology","All",0
"U. Massachusetts, Medical School",98,"social sciences","All",0
"U. Massachusetts, Medical School",98,"sciences nec","All",0
"U. Massachusetts, Medical School",98,"engineering","All",0
"U. Massachusetts, Medical School",98,"all non s e fields","All",0
"SUNY, Stony Brook U.",99,"all r d expenditures","All",324531000
"SUNY, Stony Brook U.",99,"computer and information sciences","All",15550000
"SUNY, Stony Brook U.",99,"geosciences atmospheric sciences and ocean sciences","All",39762000
"SUNY, Stony Brook U.",99,"life sciences","All",136089000
"SUNY, Stony Brook U.",99,"mathematics and statistics","All",7442000
"SUNY, Stony Brook U.",99,"physical sciences","All",49245000
"SUNY, Stony Brook U.",99,"psychology","All",5969000
"SUNY, Stony Brook U.",99,"social sciences","All",2869000
"SUNY, Stony Brook U.",99,"sciences nec","All",20112000
"SUNY, Stony Brook U.",99,"engineering","All",40873000
"SUNY, Stony Brook U.",99,"all non s e fields","All",6620000
"Mississippi State U.",100,"all r d expenditures","All",319684000
"Mississippi State U.",100,"computer and information sciences","All",11570000
"Mississippi State U.",100,"geosciences atmospheric sciences and ocean sciences","All",16521000
"Mississippi State U.",100,"life sciences","All",145647000
"Mississippi State U.",100,"mathematics and statistics","All",1979000
"Mississippi State U.",100,"physical sciences","All",13806000
"Mississippi State U.",100,"psychology","All",2421000
"Mississippi State U.",100,"social sciences","All",25913000
"Mississippi State U.",100,"sciences nec","All",3289000
"Mississippi State U.",100,"engineering","All",78080000
"Mississippi State U.",100,"all non s e fields","All",20458000
"U. New Mexico",101,"all r d expenditures","All",316026000
"U. New Mexico",101,"computer and information sciences","All",4816000
"U. New Mexico",101,"geosciences atmospheric sciences and ocean sciences","All",7551000
"U. New Mexico",101,"life sciences","All",204109000
"U. New Mexico",101,"mathematics and statistics","All",1012000
"U. New Mexico",101,"physical sciences","All",11065000
"U. New Mexico",101,"psychology","All",7440000
"U. New Mexico",101,"social sciences","All",13113000
"U. New Mexico",101,"sciences nec","All",8015000
"U. New Mexico",101,"engineering","All",51318000
"U. New Mexico",101,"all non s e fields","All",7587000
"U. Hawaii, Manoa",102,"all r d expenditures","All",313143000
"U. Hawaii, Manoa",102,"computer and information sciences","All",22818000
"U. Hawaii, Manoa",102,"geosciences atmospheric sciences and ocean sciences","All",88512000
"U. Hawaii, Manoa",102,"life sciences","All",133335000
"U. Hawaii, Manoa",102,"mathematics and statistics","All",593000
"U. Hawaii, Manoa",102,"physical sciences","All",25554000
"U. Hawaii, Manoa",102,"psychology","All",603000
"U. Hawaii, Manoa",102,"social sciences","All",2906000
"U. Hawaii, Manoa",102,"sciences nec","All",5914000
"U. Hawaii, Manoa",102,"engineering","All",29058000
"U. Hawaii, Manoa",102,"all non s e fields","All",3850000
"Wake Forest U.",103,"all r d expenditures","All",308972000
"Wake Forest U.",103,"computer and information sciences","All",629000
"Wake Forest U.",103,"geosciences atmospheric sciences and ocean sciences","All",0
"Wake Forest U.",103,"life sciences","All",291310000
"Wake Forest U.",103,"mathematics and statistics","All",716000
"Wake Forest U.",103,"physical sciences","All",2331000
"Wake Forest U.",103,"psychology","All",704000
"Wake Forest U.",103,"social sciences","All",3798000
"Wake Forest U.",103,"sciences nec","All",0
"Wake Forest U.",103,"engineering","All",1499000
"Wake Forest U.",103,"all non s e fields","All",7985000
"Florida International U.",104,"all r d expenditures","All",306434000
"Florida International U.",104,"computer and information sciences","All",22726000
"Florida International U.",104,"geosciences atmospheric sciences and ocean sciences","All",29061000
"Florida International U.",104,"life sciences","All",71169000
"Florida International U.",104,"mathematics and statistics","All",3628000
"Florida International U.",104,"physical sciences","All",31704000
"Florida International U.",104,"psychology","All",41054000
"Florida International U.",104,"social sciences","All",21873000
"Florida International U.",104,"sciences nec","All",3554000
"Florida International U.",104,"engineering","All",56199000
"Florida International U.",104,"all non s e fields","All",25466000
"U. California, Santa Barbara",105,"all r d expenditures","All",305483000
"U. California, Santa Barbara",105,"computer and information sciences","All",23101000
"U. California, Santa Barbara",105,"geosciences atmospheric sciences and ocean sciences","All",38926000
"U. California, Santa Barbara",105,"life sciences","All",13211000
"U. California, Santa Barbara",105,"mathematics and statistics","All",1759000
"U. California, Santa Barbara",105,"physical sciences","All",68503000
"U. California, Santa Barbara",105,"psychology","All",4387000
"U. California, Santa Barbara",105,"social sciences","All",11052000
"U. California, Santa Barbara",105,"sciences nec","All",18612000
"U. California, Santa Barbara",105,"engineering","All",111017000
"U. California, Santa Barbara",105,"all non s e fields","All",14915000
"Temple U.",106,"all r d expenditures","All",292029000
"Temple U.",106,"computer and information sciences","All",5498000
"Temple U.",106,"geosciences atmospheric sciences and ocean sciences","All",1323000
"Temple U.",106,"life sciences","All",227767000
"Temple U.",106,"mathematics and statistics","All",1004000
"Temple U.",106,"physical sciences","All",15792000
"Temple U.",106,"psychology","All",11114000
"Temple U.",106,"social sciences","All",3521000
"Temple U.",106,"sciences nec","All",844000
"Temple U.",106,"engineering","All",8815000
"Temple U.",106,"all non s e fields","All",16351000
"Northeastern U.",107,"all r d expenditures","All",288558000
"Northeastern U.",107,"computer and information sciences","All",28375000
"Northeastern U.",107,"geosciences atmospheric sciences and ocean sciences","All",5205000
"Northeastern U.",107,"life sciences","All",46459000
"Northeastern U.",107,"mathematics and statistics","All",1443000
"Northeastern U.",107,"physical sciences","All",33512000
"Northeastern U.",107,"psychology","All",12014000
"Northeastern U.",107,"social sciences","All",11463000
"Northeastern U.",107,"sciences nec","All",0
"Northeastern U.",107,"engineering","All",119529000
"Northeastern U.",107,"all non s e fields","All",30558000
"Woods Hole Oceanographic Institution",108,"all r d expenditures","All",287825000
"Woods Hole Oceanographic Institution",108,"computer and information sciences","All",0
"Woods Hole Oceanographic Institution",108,"geosciences atmospheric sciences and ocean sciences","All",194513000
"Woods Hole Oceanographic Institution",108,"life sciences","All",0
"Woods Hole Oceanographic Institution",108,"mathematics and statistics","All",0
"Woods Hole Oceanographic Institution",108,"physical sciences","All",0
"Woods Hole Oceanographic Institution",108,"psychology","All",0
"Woods Hole Oceanographic Institution",108,"social sciences","All",0
"Woods Hole Oceanographic Institution",108,"sciences nec","All",0
"Woods Hole Oceanographic Institution",108,"engineering","All",93312000
"Woods Hole Oceanographic Institution",108,"all non s e fields","All",0
"Clemson U.",109,"all r d expenditures","All",286503000
"Clemson U.",109,"computer and information sciences","All",9428000
"Clemson U.",109,"geosciences atmospheric sciences and ocean sciences","All",0
"Clemson U.",109,"life sciences","All",81964000
"Clemson U.",109,"mathematics and statistics","All",2131000
"Clemson U.",109,"physical sciences","All",12096000
"Clemson U.",109,"psychology","All",3826000
"Clemson U.",109,"social sciences","All",7532000
"Clemson U.",109,"sciences nec","All",0
"Clemson U.",109,"engineering","All",103188000
"Clemson U.",109,"all non s e fields","All",66338000
"SUNY, Polytechnic Institute",110,"all r d expenditures","All",284677000
"SUNY, Polytechnic Institute",110,"computer and information sciences","All",18000
"SUNY, Polytechnic Institute",110,"geosciences atmospheric sciences and ocean sciences","All",0
"SUNY, Polytechnic Institute",110,"life sciences","All",2369000
"SUNY, Polytechnic Institute",110,"mathematics and statistics","All",0
"SUNY, Polytechnic Institute",110,"physical sciences","All",0
"SUNY, Polytechnic Institute",110,"psychology","All",0
"SUNY, Polytechnic Institute",110,"social sciences","All",0
"SUNY, Polytechnic Institute",110,"sciences nec","All",0
"SUNY, Polytechnic Institute",110,"engineering","All",282110000
"SUNY, Polytechnic Institute",110,"all non s e fields","All",180000
"U. Texas Health Science Center, San Antonio",111,"all r d expenditures","All",281078000
"U. Texas Health Science Center, San Antonio",111,"computer and information sciences","All",0
"U. Texas Health Science Center, San Antonio",111,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Texas Health Science Center, San Antonio",111,"life sciences","All",281078000
"U. Texas Health Science Center, San Antonio",111,"mathematics and statistics","All",0
"U. Texas Health Science Center, San Antonio",111,"physical sciences","All",0
"U. Texas Health Science Center, San Antonio",111,"psychology","All",0
"U. Texas Health Science Center, San Antonio",111,"social sciences","All",0
"U. Texas Health Science Center, San Antonio",111,"sciences nec","All",0
"U. Texas Health Science Center, San Antonio",111,"engineering","All",0
"U. Texas Health Science Center, San Antonio",111,"all non s e fields","All",0
"U. Massachusetts, Amherst",112,"all r d expenditures","All",268657000
"U. Massachusetts, Amherst",112,"computer and information sciences","All",30057000
"U. Massachusetts, Amherst",112,"geosciences atmospheric sciences and ocean sciences","All",4835000
"U. Massachusetts, Amherst",112,"life sciences","All",79726000
"U. Massachusetts, Amherst",112,"mathematics and statistics","All",3383000
"U. Massachusetts, Amherst",112,"physical sciences","All",27580000
"U. Massachusetts, Amherst",112,"psychology","All",9888000
"U. Massachusetts, Amherst",112,"social sciences","All",8461000
"U. Massachusetts, Amherst",112,"sciences nec","All",880000
"U. Massachusetts, Amherst",112,"engineering","All",82841000
"U. Massachusetts, Amherst",112,"all non s e fields","All",21006000
"U. South Carolina, Columbia",113,"all r d expenditures","All",262207000
"U. South Carolina, Columbia",113,"computer and information sciences","All",4491000
"U. South Carolina, Columbia",113,"geosciences atmospheric sciences and ocean sciences","All",9266000
"U. South Carolina, Columbia",113,"life sciences","All",108934000
"U. South Carolina, Columbia",113,"mathematics and statistics","All",4385000
"U. South Carolina, Columbia",113,"physical sciences","All",5158000
"U. South Carolina, Columbia",113,"psychology","All",13699000
"U. South Carolina, Columbia",113,"social sciences","All",21393000
"U. South Carolina, Columbia",113,"sciences nec","All",8000
"U. South Carolina, Columbia",113,"engineering","All",47155000
"U. South Carolina, Columbia",113,"all non s e fields","All",47718000
"Tulane U.",114,"all r d expenditures","All",258439000
"Tulane U.",114,"computer and information sciences","All",1712000
"Tulane U.",114,"geosciences atmospheric sciences and ocean sciences","All",7662000
"Tulane U.",114,"life sciences","All",209699000
"Tulane U.",114,"mathematics and statistics","All",977000
"Tulane U.",114,"physical sciences","All",5633000
"Tulane U.",114,"psychology","All",2938000
"Tulane U.",114,"social sciences","All",6522000
"Tulane U.",114,"sciences nec","All",0
"Tulane U.",114,"engineering","All",6779000
"Tulane U.",114,"all non s e fields","All",16517000
"Thomas Jefferson U.",115,"all r d expenditures","All",258345000
"Thomas Jefferson U.",115,"computer and information sciences","All",0
"Thomas Jefferson U.",115,"geosciences atmospheric sciences and ocean sciences","All",0
"Thomas Jefferson U.",115,"life sciences","All",258291000
"Thomas Jefferson U.",115,"mathematics and statistics","All",0
"Thomas Jefferson U.",115,"physical sciences","All",0
"Thomas Jefferson U.",115,"psychology","All",0
"Thomas Jefferson U.",115,"social sciences","All",0
"Thomas Jefferson U.",115,"sciences nec","All",0
"Thomas Jefferson U.",115,"engineering","All",33000
"Thomas Jefferson U.",115,"all non s e fields","All",21000
"Rice U.",116,"all r d expenditures","All",255115000
"Rice U.",116,"computer and information sciences","All",12530000
"Rice U.",116,"geosciences atmospheric sciences and ocean sciences","All",6249000
"Rice U.",116,"life sciences","All",19778000
"Rice U.",116,"mathematics and statistics","All",7338000
"Rice U.",116,"physical sciences","All",43704000
"Rice U.",116,"psychology","All",5420000
"Rice U.",116,"social sciences","All",24172000
"Rice U.",116,"sciences nec","All",627000
"Rice U.",116,"engineering","All",129719000
"Rice U.",116,"all non s e fields","All",5578000
"George Mason U.",117,"all r d expenditures","All",252239000
"George Mason U.",117,"computer and information sciences","All",22076000
"George Mason U.",117,"geosciences atmospheric sciences and ocean sciences","All",17068000
"George Mason U.",117,"life sciences","All",37589000
"George Mason U.",117,"mathematics and statistics","All",2657000
"George Mason U.",117,"physical sciences","All",7098000
"George Mason U.",117,"psychology","All",4323000
"George Mason U.",117,"social sciences","All",73092000
"George Mason U.",117,"sciences nec","All",1e+05
"George Mason U.",117,"engineering","All",61036000
"George Mason U.",117,"all non s e fields","All",27200000
"Wayne State U.",118,"all r d expenditures","All",250911000
"Wayne State U.",118,"computer and information sciences","All",3578000
"Wayne State U.",118,"geosciences atmospheric sciences and ocean sciences","All",182000
"Wayne State U.",118,"life sciences","All",182874000
"Wayne State U.",118,"mathematics and statistics","All",717000
"Wayne State U.",118,"physical sciences","All",23226000
"Wayne State U.",118,"psychology","All",3539000
"Wayne State U.",118,"social sciences","All",1775000
"Wayne State U.",118,"sciences nec","All",8448000
"Wayne State U.",118,"engineering","All",13718000
"Wayne State U.",118,"all non s e fields","All",12854000
"Tufts U.",119,"all r d expenditures","All",247276000
"Tufts U.",119,"computer and information sciences","All",4526000
"Tufts U.",119,"geosciences atmospheric sciences and ocean sciences","All",2008000
"Tufts U.",119,"life sciences","All",138203000
"Tufts U.",119,"mathematics and statistics","All",4607000
"Tufts U.",119,"physical sciences","All",10498000
"Tufts U.",119,"psychology","All",6701000
"Tufts U.",119,"social sciences","All",17786000
"Tufts U.",119,"sciences nec","All",18361000
"Tufts U.",119,"engineering","All",34614000
"Tufts U.",119,"all non s e fields","All",9972000
"U. Central Florida",120,"all r d expenditures","All",247259000
"U. Central Florida",120,"computer and information sciences","All",30129000
"U. Central Florida",120,"geosciences atmospheric sciences and ocean sciences","All",6932000
"U. Central Florida",120,"life sciences","All",39523000
"U. Central Florida",120,"mathematics and statistics","All",2971000
"U. Central Florida",120,"physical sciences","All",45916000
"U. Central Florida",120,"psychology","All",9837000
"U. Central Florida",120,"social sciences","All",8249000
"U. Central Florida",120,"sciences nec","All",6424000
"U. Central Florida",120,"engineering","All",68340000
"U. Central Florida",120,"all non s e fields","All",28938000
"West Virginia U.",121,"all r d expenditures","All",246173000
"West Virginia U.",121,"computer and information sciences","All",2155000
"West Virginia U.",121,"geosciences atmospheric sciences and ocean sciences","All",5036000
"West Virginia U.",121,"life sciences","All",153092000
"West Virginia U.",121,"mathematics and statistics","All",448000
"West Virginia U.",121,"physical sciences","All",16296000
"West Virginia U.",121,"psychology","All",1929000
"West Virginia U.",121,"social sciences","All",4192000
"West Virginia U.",121,"sciences nec","All",1552000
"West Virginia U.",121,"engineering","All",50052000
"West Virginia U.",121,"all non s e fields","All",11421000
"Texas Tech U.",122,"all r d expenditures","All",240107000
"Texas Tech U.",122,"computer and information sciences","All",5472000
"Texas Tech U.",122,"geosciences atmospheric sciences and ocean sciences","All",11667000
"Texas Tech U.",122,"life sciences","All",74439000
"Texas Tech U.",122,"mathematics and statistics","All",4501000
"Texas Tech U.",122,"physical sciences","All",15057000
"Texas Tech U.",122,"psychology","All",8343000
"Texas Tech U.",122,"social sciences","All",13213000
"Texas Tech U.",122,"sciences nec","All",0
"Texas Tech U.",122,"engineering","All",53564000
"Texas Tech U.",122,"all non s e fields","All",53851000
"Georgia State U.",123,"all r d expenditures","All",237493000
"Georgia State U.",123,"computer and information sciences","All",6583000
"Georgia State U.",123,"geosciences atmospheric sciences and ocean sciences","All",1883000
"Georgia State U.",123,"life sciences","All",84391000
"Georgia State U.",123,"mathematics and statistics","All",2428000
"Georgia State U.",123,"physical sciences","All",19102000
"Georgia State U.",123,"psychology","All",12584000
"Georgia State U.",123,"social sciences","All",37953000
"Georgia State U.",123,"sciences nec","All",0
"Georgia State U.",123,"engineering","All",0
"Georgia State U.",123,"all non s e fields","All",72569000
"U. Vermont",124,"all r d expenditures","All",233806000
"U. Vermont",124,"computer and information sciences","All",3361000
"U. Vermont",124,"geosciences atmospheric sciences and ocean sciences","All",4650000
"U. Vermont",124,"life sciences","All",167760000
"U. Vermont",124,"mathematics and statistics","All",2319000
"U. Vermont",124,"physical sciences","All",3944000
"U. Vermont",124,"psychology","All",4830000
"U. Vermont",124,"social sciences","All",9950000
"U. Vermont",124,"sciences nec","All",2642000
"U. Vermont",124,"engineering","All",18270000
"U. Vermont",124,"all non s e fields","All",16080000
"U. Texas Medical Branch",125,"all r d expenditures","All",233192000
"U. Texas Medical Branch",125,"computer and information sciences","All",0
"U. Texas Medical Branch",125,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Texas Medical Branch",125,"life sciences","All",225795000
"U. Texas Medical Branch",125,"mathematics and statistics","All",0
"U. Texas Medical Branch",125,"physical sciences","All",0
"U. Texas Medical Branch",125,"psychology","All",0
"U. Texas Medical Branch",125,"social sciences","All",0
"U. Texas Medical Branch",125,"sciences nec","All",0
"U. Texas Medical Branch",125,"engineering","All",7397000
"U. Texas Medical Branch",125,"all non s e fields","All",0
"U. Houston",126,"all r d expenditures","All",231942000
"U. Houston",126,"computer and information sciences","All",9325000
"U. Houston",126,"geosciences atmospheric sciences and ocean sciences","All",12509000
"U. Houston",126,"life sciences","All",46297000
"U. Houston",126,"mathematics and statistics","All",7605000
"U. Houston",126,"physical sciences","All",27682000
"U. Houston",126,"psychology","All",19682000
"U. Houston",126,"social sciences","All",4721000
"U. Houston",126,"sciences nec","All",1101000
"U. Houston",126,"engineering","All",67684000
"U. Houston",126,"all non s e fields","All",35336000
"Montana State U., Bozeman",127,"all r d expenditures","All",229682000
"Montana State U., Bozeman",127,"computer and information sciences","All",3175000
"Montana State U., Bozeman",127,"geosciences atmospheric sciences and ocean sciences","All",6124000
"Montana State U., Bozeman",127,"life sciences","All",81492000
"Montana State U., Bozeman",127,"mathematics and statistics","All",2828000
"Montana State U., Bozeman",127,"physical sciences","All",27448000
"Montana State U., Bozeman",127,"psychology","All",956000
"Montana State U., Bozeman",127,"social sciences","All",1903000
"Montana State U., Bozeman",127,"sciences nec","All",14374000
"Montana State U., Bozeman",127,"engineering","All",67024000
"Montana State U., Bozeman",127,"all non s e fields","All",24358000
"U. Dayton",128,"all r d expenditures","All",228723000
"U. Dayton",128,"computer and information sciences","All",23693000
"U. Dayton",128,"geosciences atmospheric sciences and ocean sciences","All",743000
"U. Dayton",128,"life sciences","All",1695000
"U. Dayton",128,"mathematics and statistics","All",98000
"U. Dayton",128,"physical sciences","All",385000
"U. Dayton",128,"psychology","All",180000
"U. Dayton",128,"social sciences","All",121000
"U. Dayton",128,"sciences nec","All",0
"U. Dayton",128,"engineering","All",198049000
"U. Dayton",128,"all non s e fields","All",3759000
"Oklahoma State U., Stillwater",129,"all r d expenditures","All",226498000
"Oklahoma State U., Stillwater",129,"computer and information sciences","All",3598000
"Oklahoma State U., Stillwater",129,"geosciences atmospheric sciences and ocean sciences","All",4254000
"Oklahoma State U., Stillwater",129,"life sciences","All",92203000
"Oklahoma State U., Stillwater",129,"mathematics and statistics","All",4680000
"Oklahoma State U., Stillwater",129,"physical sciences","All",9993000
"Oklahoma State U., Stillwater",129,"psychology","All",7181000
"Oklahoma State U., Stillwater",129,"social sciences","All",10445000
"Oklahoma State U., Stillwater",129,"sciences nec","All",11514000
"Oklahoma State U., Stillwater",129,"engineering","All",44510000
"Oklahoma State U., Stillwater",129,"all non s e fields","All",38120000
"U. Louisiana, Lafayette",130,"all r d expenditures","All",225924000
"U. Louisiana, Lafayette",130,"computer and information sciences","All",27922000
"U. Louisiana, Lafayette",130,"geosciences atmospheric sciences and ocean sciences","All",4887000
"U. Louisiana, Lafayette",130,"life sciences","All",98792000
"U. Louisiana, Lafayette",130,"mathematics and statistics","All",3236000
"U. Louisiana, Lafayette",130,"physical sciences","All",4358000
"U. Louisiana, Lafayette",130,"psychology","All",95000
"U. Louisiana, Lafayette",130,"social sciences","All",4916000
"U. Louisiana, Lafayette",130,"sciences nec","All",1479000
"U. Louisiana, Lafayette",130,"engineering","All",35532000
"U. Louisiana, Lafayette",130,"all non s e fields","All",44707000
"U. New Hampshire",131,"all r d expenditures","All",223683000
"U. New Hampshire",131,"computer and information sciences","All",1505000
"U. New Hampshire",131,"geosciences atmospheric sciences and ocean sciences","All",99189000
"U. New Hampshire",131,"life sciences","All",54290000
"U. New Hampshire",131,"mathematics and statistics","All",1738000
"U. New Hampshire",131,"physical sciences","All",5689000
"U. New Hampshire",131,"psychology","All",1110000
"U. New Hampshire",131,"social sciences","All",17256000
"U. New Hampshire",131,"sciences nec","All",0
"U. New Hampshire",131,"engineering","All",29519000
"U. New Hampshire",131,"all non s e fields","All",13387000
"U. Arkansas, Fayetteville",132,"all r d expenditures","All",221525000
"U. Arkansas, Fayetteville",132,"computer and information sciences","All",7865000
"U. Arkansas, Fayetteville",132,"geosciences atmospheric sciences and ocean sciences","All",2987000
"U. Arkansas, Fayetteville",132,"life sciences","All",96316000
"U. Arkansas, Fayetteville",132,"mathematics and statistics","All",896000
"U. Arkansas, Fayetteville",132,"physical sciences","All",19209000
"U. Arkansas, Fayetteville",132,"psychology","All",2080000
"U. Arkansas, Fayetteville",132,"social sciences","All",7479000
"U. Arkansas, Fayetteville",132,"sciences nec","All",5694000
"U. Arkansas, Fayetteville",132,"engineering","All",49645000
"U. Arkansas, Fayetteville",132,"all non s e fields","All",29354000
"U. Louisville",133,"all r d expenditures","All",220568000
"U. Louisville",133,"computer and information sciences","All",91000
"U. Louisville",133,"geosciences atmospheric sciences and ocean sciences","All",65000
"U. Louisville",133,"life sciences","All",171778000
"U. Louisville",133,"mathematics and statistics","All",519000
"U. Louisville",133,"physical sciences","All",3003000
"U. Louisville",133,"psychology","All",3767000
"U. Louisville",133,"social sciences","All",1653000
"U. Louisville",133,"sciences nec","All",583000
"U. Louisville",133,"engineering","All",24702000
"U. Louisville",133,"all non s e fields","All",14407000
"U. Alaska, Fairbanks",134,"all r d expenditures","All",218041000
"U. Alaska, Fairbanks",134,"computer and information sciences","All",222000
"U. Alaska, Fairbanks",134,"geosciences atmospheric sciences and ocean sciences","All",111890000
"U. Alaska, Fairbanks",134,"life sciences","All",38729000
"U. Alaska, Fairbanks",134,"mathematics and statistics","All",338000
"U. Alaska, Fairbanks",134,"physical sciences","All",13507000
"U. Alaska, Fairbanks",134,"psychology","All",3000
"U. Alaska, Fairbanks",134,"social sciences","All",4498000
"U. Alaska, Fairbanks",134,"sciences nec","All",16108000
"U. Alaska, Fairbanks",134,"engineering","All",31211000
"U. Alaska, Fairbanks",134,"all non s e fields","All",1535000
"Kansas State U.",135,"all r d expenditures","All",217992000
"Kansas State U.",135,"computer and information sciences","All",3858000
"Kansas State U.",135,"geosciences atmospheric sciences and ocean sciences","All",299000
"Kansas State U.",135,"life sciences","All",129457000
"Kansas State U.",135,"mathematics and statistics","All",3353000
"Kansas State U.",135,"physical sciences","All",12230000
"Kansas State U.",135,"psychology","All",4857000
"Kansas State U.",135,"social sciences","All",10652000
"Kansas State U.",135,"sciences nec","All",8279000
"Kansas State U.",135,"engineering","All",30352000
"Kansas State U.",135,"all non s e fields","All",14655000
"U. California, Riverside",136,"all r d expenditures","All",214802000
"U. California, Riverside",136,"computer and information sciences","All",7414000
"U. California, Riverside",136,"geosciences atmospheric sciences and ocean sciences","All",12654000
"U. California, Riverside",136,"life sciences","All",108803000
"U. California, Riverside",136,"mathematics and statistics","All",2694000
"U. California, Riverside",136,"physical sciences","All",18535000
"U. California, Riverside",136,"psychology","All",6971000
"U. California, Riverside",136,"social sciences","All",10057000
"U. California, Riverside",136,"sciences nec","All",2877000
"U. California, Riverside",136,"engineering","All",36650000
"U. California, Riverside",136,"all non s e fields","All",8147000
"U. Arkansas for Medical Sciences",137,"all r d expenditures","All",209409000
"U. Arkansas for Medical Sciences",137,"computer and information sciences","All",0
"U. Arkansas for Medical Sciences",137,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Arkansas for Medical Sciences",137,"life sciences","All",209409000
"U. Arkansas for Medical Sciences",137,"mathematics and statistics","All",0
"U. Arkansas for Medical Sciences",137,"physical sciences","All",0
"U. Arkansas for Medical Sciences",137,"psychology","All",0
"U. Arkansas for Medical Sciences",137,"social sciences","All",0
"U. Arkansas for Medical Sciences",137,"sciences nec","All",0
"U. Arkansas for Medical Sciences",137,"engineering","All",0
"U. Arkansas for Medical Sciences",137,"all non s e fields","All",0
"U. California, Santa Cruz",138,"all r d expenditures","All",203883000
"U. California, Santa Cruz",138,"computer and information sciences","All",8695000
"U. California, Santa Cruz",138,"geosciences atmospheric sciences and ocean sciences","All",39967000
"U. California, Santa Cruz",138,"life sciences","All",34549000
"U. California, Santa Cruz",138,"mathematics and statistics","All",605000
"U. California, Santa Cruz",138,"physical sciences","All",43696000
"U. California, Santa Cruz",138,"psychology","All",1226000
"U. California, Santa Cruz",138,"social sciences","All",7665000
"U. California, Santa Cruz",138,"sciences nec","All",680000
"U. California, Santa Cruz",138,"engineering","All",57256000
"U. California, Santa Cruz",138,"all non s e fields","All",9544000
"North Dakota State U.",139,"all r d expenditures","All",190330000
"North Dakota State U.",139,"computer and information sciences","All",3422000
"North Dakota State U.",139,"geosciences atmospheric sciences and ocean sciences","All",472000
"North Dakota State U.",139,"life sciences","All",122001000
"North Dakota State U.",139,"mathematics and statistics","All",970000
"North Dakota State U.",139,"physical sciences","All",11009000
"North Dakota State U.",139,"psychology","All",2750000
"North Dakota State U.",139,"social sciences","All",8600000
"North Dakota State U.",139,"sciences nec","All",5117000
"North Dakota State U.",139,"engineering","All",25034000
"North Dakota State U.",139,"all non s e fields","All",10955000
"U. Maine",140,"all r d expenditures","All",188690000
"U. Maine",140,"computer and information sciences","All",2517000
"U. Maine",140,"geosciences atmospheric sciences and ocean sciences","All",27518000
"U. Maine",140,"life sciences","All",46999000
"U. Maine",140,"mathematics and statistics","All",718000
"U. Maine",140,"physical sciences","All",7816000
"U. Maine",140,"psychology","All",742000
"U. Maine",140,"social sciences","All",2212000
"U. Maine",140,"sciences nec","All",16590000
"U. Maine",140,"engineering","All",72340000
"U. Maine",140,"all non s e fields","All",11238000
"U. Nevada, Reno",141,"all r d expenditures","All",188505000
"U. Nevada, Reno",141,"computer and information sciences","All",4617000
"U. Nevada, Reno",141,"geosciences atmospheric sciences and ocean sciences","All",19059000
"U. Nevada, Reno",141,"life sciences","All",77346000
"U. Nevada, Reno",141,"mathematics and statistics","All",1408000
"U. Nevada, Reno",141,"physical sciences","All",11696000
"U. Nevada, Reno",141,"psychology","All",5242000
"U. Nevada, Reno",141,"social sciences","All",6324000
"U. Nevada, Reno",141,"sciences nec","All",3437000
"U. Nevada, Reno",141,"engineering","All",41198000
"U. Nevada, Reno",141,"all non s e fields","All",18178000
"U. Alabama, Tuscaloosa",142,"all r d expenditures","All",184880000
"U. Alabama, Tuscaloosa",142,"computer and information sciences","All",18813000
"U. Alabama, Tuscaloosa",142,"geosciences atmospheric sciences and ocean sciences","All",16822000
"U. Alabama, Tuscaloosa",142,"life sciences","All",23853000
"U. Alabama, Tuscaloosa",142,"mathematics and statistics","All",2918000
"U. Alabama, Tuscaloosa",142,"physical sciences","All",11124000
"U. Alabama, Tuscaloosa",142,"psychology","All",5690000
"U. Alabama, Tuscaloosa",142,"social sciences","All",13350000
"U. Alabama, Tuscaloosa",142,"sciences nec","All",264000
"U. Alabama, Tuscaloosa",142,"engineering","All",51029000
"U. Alabama, Tuscaloosa",142,"all non s e fields","All",41017000
"Syracuse U.",143,"all r d expenditures","All",183850000
"Syracuse U.",143,"computer and information sciences","All",7300000
"Syracuse U.",143,"geosciences atmospheric sciences and ocean sciences","All",3549000
"Syracuse U.",143,"life sciences","All",18677000
"Syracuse U.",143,"mathematics and statistics","All",2855000
"Syracuse U.",143,"physical sciences","All",20189000
"Syracuse U.",143,"psychology","All",3515000
"Syracuse U.",143,"social sciences","All",15676000
"Syracuse U.",143,"sciences nec","All",1381000
"Syracuse U.",143,"engineering","All",24796000
"Syracuse U.",143,"all non s e fields","All",85912000
"U. North Dakota",144,"all r d expenditures","All",182195000
"U. North Dakota",144,"computer and information sciences","All",4136000
"U. North Dakota",144,"geosciences atmospheric sciences and ocean sciences","All",7444000
"U. North Dakota",144,"life sciences","All",36939000
"U. North Dakota",144,"mathematics and statistics","All",444000
"U. North Dakota",144,"physical sciences","All",7486000
"U. North Dakota",144,"psychology","All",4993000
"U. North Dakota",144,"social sciences","All",1725000
"U. North Dakota",144,"sciences nec","All",156000
"U. North Dakota",144,"engineering","All",105141000
"U. North Dakota",144,"all non s e fields","All",13731000
